score,review
3,"Tolong bug nya di perbaiki lagi, kalo main pake paket data selalu gabisa,harus main pakek wifi"
4,Boleh lah gamenya seru mirip sama yang di ln sama animenya tapi kutangnya masih banyak bug trs maslaah grafik sama masih susah banget agak di kurangij dikit lah susah naik levelnya
4,"Gamenya keren. Tapi tolong perbaiki lagi bug nya,,, saya sudah berapa kali terjebak di loading saat memulai permainan."
1,"Game nya udh bagus banget, banyak bansos dan grafik juga oke, setelah update baru tampilan awal nya gelap (bug) semoga ada updatean baru biar ga bug"
3,seru sih aku kasih 3aja dulu kebanyak bug lagi seru seru nya ehh kok bug nya ada aja pas pertarungannya nya tolong perbaiki lagi ya!!!!
5,Untuk gameplay bagus cuman untuk karakter dan item senjata buatan Hunter masih kurang moga update kedepan makin di kembangkan Sukses selalu buat game solo leveling
1,"Masih banyak hal yang perlu di perbaiki untuk mobile-nya, buffering terlalu banyak terjadi, loading stuck, bug dimana-mana, masih belum bisa di nikmati gamenya"
5,"bagus banget rela nunggu ni game akhirnya keluar juga,buat yg bilang bnyk bug, gw ga setuju sih, mungkin spek mereka EMG kurang buat main ini game,bagi gw yg kurang itu,banyak bgt bufferingnya"
1,"banyak bug, sering stuck, dan loading screen mulu... Parah !!! Mau maen nyaman malah maen emosian !!! Taik !!!"
2,"Masih banyak crash, bug dan freeze. Mohon cepat diperbaiki demi kenyamanan bermain player. Thx"
4,Overall bagus dri segi story but ada bug black screen dan stuck di loading dungeon di update terbaru
1,"Baru skip tutorial malah stak gabisa dipencet, aneh banget anjir, udah donlod data gede malah stak pas skip vt tutorial"
5,"perbaiki bug secepatnya muak dengan load, dan segala macam bug yang ada di game. overall 7/10 saat bermain (experience berkurang karena bug!)"
1,"Saat mendownload data di awal game , itu sudah hampir selesai tetapi saat login lagi untuk melanjutkannya malah ke reset dan harus download ulang , mohon diperbaiki"
3,Untuk gragik masih kassar.. Banyak bug.saat mau main dan sering stuck di loading nya
3,"masih belum optimal, install data patch always gagal, masih banyak bug, fps sudah 60 rata kanan tapi masih serasa 30 fps"
1,"baru aja mulai di goa tutorial, baru muncul tutorial buat jalan doang gabisa dipencet, stuck gabisa ngapa ngapain, relog berapa kalipun gitu"
2,"grafik sama game play ok,,,,tapi sering loading tiba"",,,klo koneksi gw buka yt 1080 juga lancar,,tapi main game ni koneksi gw malah putus nyambung,,,tolong dong di perbaiki"
3,"game udah bagus tapi banyak bug nya aku masih ngetuck di awal permainan gak bisa di gerakin tombol jalan nya, tolong di benarakn segera"
3,masih butuh optimalisasi lagi karena masih banyak bug misal saat di lobby terus menerus buffering dan itu sangat menggangu
2,Min tolong perbaiki bug tidak bisa pakai data seluler nya padahal data bisa di pake apk lain malah di game ini harus pakek wifi biar bisa maen
3,"Sumpah loading di awal screen lama bgt, bru mulai masuk story jga malah lgsg ngebug gtw knp. Padahal sinyal bgs bgs aja, memori jg masih banyak. Kesel bgt asli"
1,"Gameplaynya belum stabil sering macet gak bisa di apa apain, download resource gak bisa dijeda kalau main pakai data jadi boros kuota"
5,Bagus sih. Cuman bug nya masih perlu di perhatikan. Seperti saat masuk di dungeon.sering GK jalan loadingnya.
5,Main game ini serasa kita punya sistem seperti di komik hehehe 😂 Karna game baru rilis masih banyak terdapat bug di dalam game dari loading terlalu lama nunggunya
3,"Buat saya game ini kurang di bagian player bisa bergerak bebas di early game,maksudnya di bagian lobi kita di suruh mencet sana sini Mulu kan jadi mengganggu sebagian orang yang ingin ber main secara bebas,sekian itu dari saya"
2,"Gamenya nge bug di tutorialnya, baru main sudah tidak bisa digerakin, masamain di hp harus pakai joystick, moga cepet di update biar bisa main di hp"
1,"Saya cukup kecewa untuk pertama kali nya, karena di saat ingin memainkan game nya terjadi bug di loading screen, saya harap setelah saya uninstall game ini akan semakin membaik."
4,"1. Game terlalu banyak mengatur player nya, player tidak bisa mengeksplore game nya sendiri (Ini terjadi pada awal game) 2. Menu kontrol game masih berbahasa Korea tolong segera di update"
3,"Masih sering bug muter/loading, tolong segera diperbaiki, untuk fitur dan grafik sangat bagus"
4,Grafik hd bagus cuma loading berkali-kali download data berkali-kali terus mls nya klo ada yg muter-muter di tengah lama bgt
5,Gila keren banget ni game visualnya dapet alurnya dapet apalagi ga boros kuota ya emang di awal harus dwonload sekitar 5gb an pas dah itu gua maen 12jam nonstop cuman abis 150 mb gua kira bakal lebih dari 1gb an
1,"Gamenya bagus asf, namun setelah alur adanya blackscreen yg tidak muncul² lagi, ini tolong diperbaiki doong developer manis"
5,Semua bagus sih palingan servernya kek ngelag kadang error masuk ke pertandingan loading mulu jadi harus keluar gama udh itu masuk lagi
1,"pertama login game semua lancar, pas tutorial gerakin joystick malah gabisa di gerakin, sinyal dan fps semua stabil padahal duhh buang2 kuota aja aja anj..!"
2,Gamenya udah bagus tapi kok ini sering loading Mulu bikin nggk nyaman tolong di update lagi keluar dari gaca loading juga bikin nggk nyaman banget intinya ni game Sering loading kagak jelas
3,"boleh lah, grafik oke gameplay jga oke, tpi repetitif skali bosan gitu"" doang kbantu sama cerita, aslinya mah boring, untuk dpat item jga lmyan cape dan bosenin"
5,Gamenya udh bagus dari segi grafis tapi kadang force close pas gacha atau lagi bertarung jadi harus di ulang lagi tolong di fix ya developer
1,Bug stick yang sangat tidak enak sekali dan sudah membikin ketidaknyamanannya dalam permainan padahal baru di tutorial
2,Baru mulai tapi gak bisa dijalankan misinya. Game belum siap utk launching tapi dipaksa untuk launching. Terlalu banyak bug
4,"Game play nya bagus, tapi masih sering ngefreze pas in game, mohon di perbaiki Device yang saya pake Poco X6 Pro Dengan Ram 12+6 GB harusnya lancar"
3,Masih ad bebera bug seperti musuh tidak bisa di serang dan layar hp hitam saja dan loading stug di tengah padahal jariang full/pakai wifi
2,"Habis cerita sering black screen, jadi harus relog dulu. Sementara b2 karena ini game yg g saya tunggu. Kalau sudah diperbaiki saya install lagi. See u next time"
1,Apaan sih game udah ditunggu2 lama.. Download patch udah 100 persen... Pas login lagi disuruh download ulang... Lo mau mancing player ap mancing keributan
2,Banyak bug dan kadang ga bisa lanjut karna stuck di loading screen doang. Selebihnya udah bagus.
5,"Hmm game udah bagus, cuman kadang suka ada delay ketika mau masuk loby atau dungeon nya. Itu aja Tingkatkan."
2,"Tiap pindah pindah menu, selesai stage pasti loading loading, ini game gak ada perbaikan apa!? Udah hampir seminggu masih gini gini aja!!!"
1,"Bug nya perbaiki lah min,saya mau nyelesain tutorial yang awal yang nyruh gerakin analog nya, malah gak bisa di gerakin"
4,"game nya bagus tapi setiap kali permainan selesai gamenya loading terus dan lama lagi berhentinya, buat developer tolong di perbaiki ya. Minesnya cuma di itu saja🙏🏻"
4,"Entah dari game nya ataupun dari saya, mohon diproses tentang masalah jaringan, karena setiap kita close sesuatu ketika di lobby pasti akan ngelag untuk sementara waktu."
5,Game bagus keren bangat menurut ku cuma sering bug aja kalo bisa di perbaiki lagi sering leg harus login ulang
3,lumayan lah sebagai seorang wibu gue cukup suka. cuman kadang2 sering terjadi masalah jaringan padahal ping lagi bagus jadi itu aja yg diperbaiki lagi
1,"Bug di tutorial awal, gua udah nunggu ini game sejak 1 - 2 tahun lalu.. Pas launching malah ngebug -_-"
1,"Untung bawa nama besar solo leveling, kalo masalah semacam ini (bug dll) terjadi di game lain udah ditinggal pasti, tapi ingat nama besar cuma bisa nahan kejatuhan maksimal 2 minggu..."
1,"Saat loading kadang ga nambah2, sering muter2, padahal koneksi aman, bintang satu dulu, kalo udah di fix diganti"
3,"Game nya bagus, grafis nya mantapp... Tapi sayang setiap loading lama dan gak bisa di apa apain.. 🥺🥺🥺"
2,"masa udah download data pake wifi udah selesai, pas main pake data seluler suruh download lagi dari awal, gimana mau main coba suruh download"" mulu"
2,Udah ditungguin lama2 eh gk jelas banget. Koneksi lancar main game sebelah lancar. Eh giliran main ini malah buffer mulu. kocak banget dah.
1,Untuk pihak Netmarble perbaiki lagi game nya suka ngeframe (patah2) saya tidak bisa menikmati game tersebut kalo gamenya patah2 tolong di perbaiki suka ngefreeze dalam game
3,"Mohon maaf, atas pembuat game ini, login ke game nya mohon di perbakin, saya udh berulang kali cobak, tapi gk bisa masuk, mohon di perbakin lagi"
1,"Maksa rilis cepet eh isinya bug + bukannya dibenerin malah didiemin keluhan saya sama kayak yang lain bug gabisa gerak,layar item,tombol gabisa dipencet dll"
4,"Di tutorial awal gabisa di gerakin joystick nya, gimana mau nikmatin, masa bug nya separah ini. Udah nungguin padahal"
5,"Grafik keren, kayae role play juga, tapi ini abis download patch koq ga bisa digerakin, ternyata harus setting control nya dulu"
1,Sorry saya kurangin lagi bintang nya soalnya pas saya mw nambahin bintang malah LOADING. oh iya sekedar info buat developer ini game jdi ejekan di hampir semua sosial media Di tunggu perkembangan nya Terima kasih.
1,masih sering stuck di loading pas mau krluar pertandingan padahal hp ga kentang 🥔 poco f4 di tingkatkan lagi yaa developer!!!!
1,Apa ini belom main sudah gak bisa di gerakin macet di awal mana yang harus di tekan padahal sudah ada tutor tapi masih gak bisa di gerakin mana ini developer
1,"Stuck bug ngelag gak gerak kecewa 3GB lebih kuota cuma buat ngelag pecuma hd gak bisa dimainin saya update jika udh diperbaiki jika belum mending jangan download lah gamenya,rugi bos"
2,"Dev, tolong perbaiki bug loading screen suka stuck soalnya terus sama pas mau buka tutup tombol lainnya tolong di perbaiki lagi ya terimakasih🧐😶‍🌫️🙏👍🤞✊"
2,sering black screen dan tiba-tiba loading trs ketika mau mencet inventori atau yang lainnya padahal jaringan lancar dan setelah kembali malahan ngestuck jdi harus login ulang
1,Ini game yg rasis sama merek hp apa gimana ni masa iya ram 6/128 d poco f4 masih freez Mulu di setingan normal giliran selain poco aman saja mungkin kendala nya hanya loading Mulu game yg sangat absurd
3,Bug oh bug loading oh loading.. Gamenya sdh bagus bug sama loading yg bikin gk bagus ni game.. Uninstal dlu kesel lama2..
1,Kebanyakan bug Dari bug loading screen sampe lag parah padahal wifi lancar bgt Harus di fix sih sebelum jadi game mati
1,"Geme ini seru tapi loding nya kelamaan, dan suka bug "" Tolong donk lebih di perbaiki lagi biar makin banyak yg main, yg udah donwload biar makin senang mainin game ini"
1,Game apa ini .. Berat game nya.. Grafik normal saja sudah berat.. Baru main 5 mnit hp sudah panas.. Ghensin impac saja gk gini2 amat.. Tolonglah di perbaiki..
2,"Terlalu bnyak ngestuck di loading sebelum masuk alur cerita, sebenarnya game nya seru, tapi terlalu bnyak bug jadi game nya kurang menarik"
1,"Baru juga install, Kapasitas penyimpanan kurang terus? why? kurang 2,561MB? padahal udah d hapus2in sisa space 8gb tapi masih kurang terus"
1,"Abis di update, malah gak bisa main, layar di hp malah hitam di lobby, tolonglah cepet perbaiki, kalau trus gini mending gw hapus aja lah."
3,"Ini game Mobile atau Emulator si... Baru pertama Toturial suruh tekan Stick di sebelah kiri,, tapi pas saya pencet gabisa.. Itu gimana cara saya pencet ... Aelahh bug kah?"
2,Gak bisa di gerakin pas baru tutorial untuk yang komputer mungkin bisa tapi gua gak bisa! Hey perbaiki sekarang juga kalo gak saya kasih nilai bintang enol cepat
5,ini game keren bener tinggal kurangin sering bug dan crash sendiri tidak bisa di mainkan selebihnya keren HD benerrrrr
1,Overall oke. Sistem gacha nya ngga jauh2 dari game Netmarble lainnya lah ya Cuma paling bapuk ini game ya di optimalisasi jaringan/sistemnya yang kebanyakan loading
5,Game bagus dan tidak membosankan grafis nya bangus. Game dimana kita disuruh buat memperkuat karakter-karakter dalam Game dan memperkuat Power yang kita punya.
5,"Di ingame oke lah, cuma pas loginnya lama,bug truss login trus""san ,mohon lah untuk di perbaiki bug nya"
1,"Gak jelasss analog di awal gak bisa di gerakin, abis itu kebanyakan loading, belum lagi sering patah"" padahal hp gw gak kentang, aneh banget lah pokoknya"
1,"Sampai 2x instal masih tetap ga bs jalan. Sudah pake joystick ga bs jalan jg, stuck di tutorial nya. Apa harus pake keyboard(L)? Ini kan game android bukan PC"
2,banyak bugnya ntah layar blank tapi masih bisa gerakin karakter cuman suara langkah kaki trus sering ngestuck di loading screen perbaikin lagi
2,Apa cuma aku yang pas turorial cursor buat gerakin characternya gabisa..?? Unduhan file nya jalan tapi kaya nge-hang gitu. Yang udah selesai tutornya kalian gini juga ga?
1,"Tolong min, kenapa saya tidak bisa reset/hapus akun? Ketika sudah akan mereset akun dan sudah mencentang ""bersedia memenuhi persyaratan yg ada"" dan pencet reset/hapus, tidak terjadi apa-apa, dan masih bisa lanjut story, mohon bantuannya min 🙏🏻"
3,"Ku kasih bintang 3 dulu, gua minta tolong min buat dapetin goldnya dipermudah soalnya buat ningkatin cepet banget abis tapi cari goldnya susah bener udah gitu aja si ntar kalo dah agak gampangan dikit gua kasih b5"
2,Game nya terlalu banyak bug loading screen terkadang pas mau mulai stuck ngga bisa masuk battle harus relog agar bugnya hilang
3,Knapa ya kok saya pas awal game tidak bisa di klik yaa? Pas tulisan ( gunakan stick sebelah kiri (L) untuk menggerakan karakter) itu knapa ya kok tidak bisa di klik sama sekali...
1,"Baru download malah bug diawal., tabel unduhan ga ada keterangan proses berapa persen unduhan., sekalinya ditunggu langsung 100% tapi setengah jam masih muter"" nunggu.."
1,Sudah update...bug GK dibenerin.. Keluar masuk 4-5x juga masih bug...GK ada peningkatan nya setelah update... Yang di update cuman event buat topup terus...
5,"Game nya sudah bagus dari tampilan grafiknya sudah bagus detailnya, tapi kenapa akunku tidak bisa login padahal lagi di dalam game langsung keluar sendirinya terus minta login kembali tetapi tidak bisa"
1,"Saya kecewa karena Saya baru saja download, mainbentar, besoknya, ngebug kayaknya, soalnya kagak bisa tekan apa pun, Saya minta untuk diperbaiki Yah Netmarble Corporation."
5,Gamenya bagus. Sampe2 gw beli HP yg specnya tinggi buat maenin. Soalnya HP dlu suka loading lama sama eror. Yg kendala bug atau loading lama coba ganti HP yg specnya bagus.
1,Di awal udah ngebug. Disuruh gerakin karakter. Tapi pop up perintahnya gabisa di close.
3,"Kalo buat game nya saya setuju sama Teman Teman yang lain tapi ampun loading nya lama pisan siap mau masuk game maupun mulai masuk dungeon,, loading nya nggak ngotak"
2,"mohon untuk di perbaiki lagi masalah bug nya, selalu harus kembali restart game secara terus menerus. untuk gamenya bagusnya, asik di mainkan"
1,Apasi udah dowload data nya juga mala nge stak di awal mau main. Stiknya gak muncul. Heran astagfirullah padahal dah seneng banget. Kebuang dah kuota 4 gb
3,"Tolong dong, device saya gak bisa bermain Game ini. Device saya Poco X6 Pro, saat update pertama game ini selalu forced close, sudah 5x install ulang tetap saja masih problem yang sama 🤓"
4,"gamenya sudah bagus hanya saja ada bug yg harus diperbaiki, bug saya maksud adalah bug loading. mungkin segitu aja selebihnya sudah bagus"
1,bintang 3 dulu...karena bug loading nya ganggu banget...dari grafis sama gamplay udah bagus...tolong benerin loading2 ngk jelas nya
5,"Gamenya bagus, walau sempat buat ngelag, harus ditutup dulu game nya dan di buka lagi baru jalan, semakin dimainkan semakin lancar aja. Mudah mudahan lancar terus😄😄"
1,Kenapa pas awal game tampilannya kayak dekstop joystick gak bisa di gerakkan seakan harus pake stik xBox/PS tolong di perbaiki kalo emang ini game mobile
2,"gamenya bagus, tapi masih banyak bugnya, kyk tiba-tiba black screen, trs tiba-tiba layarnya gk bisa diapa apa in"
3,"Saya menemukan bug di bagian tutorial, saya sudah mengirim email tapi tidak ada tanggapan dari developer. Sehingga membuat saya sedikit hilang semangat bermain"
2,"Setelah update ver 2.0 blackscreen di lobi , ga bisa masuk dungeon , main char tidak muncul daily claim ga bisa juga Please fix it"
3,"Game bagus banyak bug. Benerin itu bug baru gua kasih bintang 5. Top up mahal"" Game banyak bug . ADMIN BUG NYA MAKIN BANYAK UPDATE TERBARU BUKAN MAKIN BAGUS"
1,Tidak dapat dimainkan. Membutuhkan Stick Game. Saya sudah menunggu dan ternyata tidak bisa di mainkan. Menghabiskan banyak data untuk memdownload. Sungguh kecewa. :(
3,"baru tutorial udah nge bug aja, masa main nya harus pake gamepad? analog sebelah kirinya ga bisa di gerakin"
4,"Di tutorial, pad analog nya ga bsa di pencet jadi tu game ga ke lwt dr awal tutorial, di perbaiki lah"
3,"tolong optimal kan lagi game nya, buffer loading pada saat kembali di menu utama game itu agak mengganggu"
5,"Sudah membaik, sebelumnya terkendala di sinyal dimana harus selalu dibantu wifi dan tidak bisa memakai kuota internet HP, sekarang sudah lancar"
1,"Padahal sya sdh updet semua nya, tpi kok malah mentok pas di Tutorial mencet tombol kiri L, terus di pencet ga bisa"", bug kah atau gmna, tolong dong di bantu"
4,"Game ini bagus tapi kayak parah banget bug nya, saya dah main menjadi Beta tester eh bagus nya, pas udah masuk ke global malahan update nya harus ku download ulang selama 5 GB, bangke lah"
4,Game nya bagus grafik nya HD tapi gak bisa Mabar kalu update kedepannya buat bisa Mabar biar tambah seru main nya berdua juga gapapa
5,Kenapa game ini tidak support bahasa suara Indonesia apakah game ini tidak suka dengan negara Indonesia apakah pembuat game tidak bangga dengan kemerdekaan Indonesia kalo anda tidak bangga dengan kemerdekaan Indonesia ya sudah lebih baik anda tidak usah membuat game ini orang jepang kalau mau anda seperti ini orang jepang mungkin juga karena Indonesia tidak sangat canggih seperti negara Jepang makannya gak support bahasa suara Indonesia saya merasa sangat tidak bangga sekali dengan negara Jepang
1,Terlalu sering download dan game sering banget loading dan stak didalam game.. Mohon perbaiki jangan bikin player jadi malas download game ini karena hal tersebut..
2,Lumayan.. masi banyak bug serta developer game nya pelit sama free player.. rate gacha sulit farming gold sulit biaya upgrade mahal².. reward gapernah bagus...
5,"Saran, kalau bisa tambahin chat global biar ada komunitas, kalau takut ads orang toxic mending adain filter chat dan juga kasih sanksi buat yang ngelanggar, overall gameplay unik, tapi char masih kurang, ditunggu updatenya"
1,Game ukuran 5gb tapì di loby masih sering lag lag terus. Padalah yang game 9gb ajah aman2 ajah. Uninstal dl ajah kalau udah di perbaiki nanti tak downlod lagi
2,"Ini game ntah di saya cepet banget bikin hp panas dan ngelag . Padahal buat main HI3 biasanya aman"" aja tapi buat main solev baru 30mnt udah ada peringatan hp panas . Snap 8 gen 1"
4,"Overall bagus, cuman kok aku sering kena black screen ya? Padahal aku pakai chipset yang nggak kentang kentang amat ( AnTuTu 800an ). Apa itu bug?"
1,baru maen suruh gerakin stik sebelah kiri malah ga bisa macet itu bug apa belum sempurna? device Poco F5
1,"Bug, analognya tidak bisa digunakan, alhasil stuck di dari awal tutorial game."
4,"Tolong perbaikin sering bug gjls pas mau mulai loading terus, mohon di pembaruan selanjutnya lebih diperhatikan bug nya trmksh"
3,Kuota internet masih banyak tapi menghubungkan terus. Internet juga stabil padahal. Stuk menghubungkan terus dan kok bufering terus ya min
4,"Padahal grafik game sudah oke banget, tapi astaga bugnya.... Tolong di fix lah..."
5,"Tolong di bantu min, saya mau main tidak bisa, stuck di halaman utama dan muncul tulisan ""Server Bermasalah, terjadi masalah pada keamanan aplikasi -10009"" mohon bantuan nya min... thanks"
1,Banyak bug tolong di perbaiki soalnya gak nyaman lagi main terus ngestuck di loading apa lagi pas mau lanjut misi tiba tiba layar hitam
3,"Untuk game nya sih bagus tapi baru masuk maintance nya bug mulu,mohon diperbaiki lagi saya kasih bintang 3 dulu kalo sudah benar saya tambahin"
5,game nya sudah bagus tapi masih banyak bug dan kadang jaringan lag padahal jaringan lagi gak lag tolong di perbaiki lagi
1,"Setelah update efek ultimate jinwo malah jadi delay, sama pas monster hancur breaknya, efek ganti hunter kelamaan keburu monster nya bangun belum di tambah masih suka dc2 GK jelas aturan kelar malah GK beres2"
1,"sering lag dan loading di tampilan utama, dan satu lagi tutorial yang sangat bertele tele jadi menyebabkan kurang menyenangkan"
5,Semua udah bagus. saran saya tambahin Chance untuk dapat senjata / character di atas SR + perbaikan frame rate yang kadang suka drop sendiri
1,"Bug yang aneh, disuruh menggerakkan karakter dengan stik (L) ga bisa pake layar sentuh HP. Tolong perbaiki."
2,"Ini tolong dong min, main nya harus pakai jaringan gimana lagi sih, sering kli tiap masuk jaringan eror terus suruh hubungi custom service, harus pake jaringan dewa gitu"
1,"bukan solo leveling bug leveling dari setting yg ngaco banget maksa banget tiap login pake pengaturan kontroler padahal ga pake kontroler apapun,sampe stuck loading,black screen cut scene server ampas lengkap"
1,"Secepatnya di fix dong bugnya, Kebanyakan bug sampe harus relok beberapa kali,itu juga masih ada bugnya"
1,"Baru juga mau main malah disuruh pake kursor L alhasil ga bisa gerak, cuma liatin gambar doank hadehhh...... Tolong di perbaiki"
1,"Game apaan loading banyak amat, gameplay 3 menitan doang.udh banyak loading lama lagi,mau main aja harus nunggu lama.itu pun sering ngestuck,males banget game kayak gini.🤬🤬🤬🤬"
4,"Grafiknya bagus, tp gamenya kebanyak loading, aduh, parah. buka menu loading, lawan musuh loading, nunggunya bete skli"
1,"banyak banget bug, pdhl hp spek nya cukup memadai. Ntah stuck di sini la disitu la char masuk kedalem tanah la. Tolong diperbaiki lagi ya"
5,"game nya sangar keren dan bagus semoga dapat update yang lebih bagus lagi, dan mohon untuk admin dibenarkan sinyalnya soalnya gampang ngelag dan ngframe"
1,"Game nya banyak bug nya perbaik in dong game nya ,bug di loading,Grafik udah oke Tapi banyak bug nya lucu ini game ,TOLONG PERBAIK IN BUG DI LOADING NYA ,KALO GA DI PERBAIK IN JUGA LAMA SEPI INI BAKALAN GAME NYA"
3,"Game. Nya bagus cuma untuk sinyal harus bener"" Stabil.. Tolong dong di perbaiki agar bisa main dgan sinyal standar... 🙃"
1,Banyak LAG Dan jaringan tidak stabil \ Jelek padahal udh pake wifi dan data sendiri.
1,Game sampah kebanyakan bug.... update besar-besaran tetap aja sampah...gak ada perubahan gak perbaikan sama sekali 😡🤬
2,"Dari Segi Game Bagus, tapi loading sama masih ada bug nya padahal jaringan bagus grafik sudah di turunkan masih sama aja, keluar game dulu masuk game lagi"
1,"game tolol. okelah gacha ampas, lah ini udah gacha ampas bug sinyal ga diperbaiki. lu tau ga rasanya mau selese quest terus tiba"" sinyal ilang, dan ngulang lagi ppklah"
3,Bug nya banyak bgt
1,"Teruntuk developer, segera diperbaiki semua bug yg ada di game solo loading ini, tanpa gw kasih tau bugnya apa rata² hampir 85% tau maksud gw. Solo leveling ❌ Solo loading ✅"
1,"Makin lama makin meresahkan bug di game ini, stuck di loading semakin parah, buang-buang waktu main game cuma sampe loading game aja, mending nonton youtube"
1,"Kok stack terus, nggak bisa masuk, padahal sudah memuat data, ganti hp yg lebih tinggi speknya pun masih sama😭😭😭"
5,game ini bagus sangat seru dan tidak ada bug nya jadi aku kasih 5⭐
3,setelah update mendingan tp sering saat selesai game loading tapi stuck? tolong segera di perbaiki dong enak maen tp klo sering stuck jg males maen
1,"Baru main malah bug di analog kalian ada bug gini gak ? Kalau iya like biar keliatan sama adminnya,biar cepat di perbaiki baru main malah bug ngaco bener 🤦🤦"
1,SOLO BUGGGGG KETIKA MAU MULAI BERMAIN STORY DI SURUH KEMBALI KE LOBBY TERUS ANEH....
1,"Game bagus tp sayang di tengah keseruan harus memuat patch yg g pernah selesai, udah 100% bukan selesai malah kesalahan patch ulang dr 0 lg, begitu seterusnya, ngabisin kuota sama batre aja LOL"
3,"Masih banyak bug , paling sering di loading screen , dari awal rilis sampe sekarang masih ada ,. Tolong segera perbaiki HP : poco m4 pro"
5,Bagus banget tapi semoga bisa jadi lebih baik lagi dan menjadi game yg bagus walaupun ada yg ngeluh banyak bug tapi harus tetap semangat dalam mengembangkan game dan menjadi game yg lebih bagus dan lebih baik 😁😁😁
2,"game nya p2w banget sumpah, susah banget buat player f2p, gilaaaaa"
1,"untuk game nya sih bagus, dari segi grafik dan animasi ceritanya yg mirip seperti aslinya, akan tetapi kebanyakan bug loading ketika ingin memasuki game"
1,"Server benerin kocak, bug nya banyak banget cog dari mulai api yang tiba² matiin kita,pake blesing stone harian malah langsung mati sampe abis mati masih bisa lanjut"
3,Sering terjadi bug di loading screen
5,"woi devoloper ini game nya banyak loading, gabisa di optimal lagi? normal ajaa lah kayak game normal lain nya gausah ada pangkasan"
5,Entah kenapa aku sangat susah mendapatkan karakter rate up😅
1,"Sungguh sangat menyesal download game ini. File ukuran sangat besar,main gak bisa. Entah ngebug apa gimana.. Kursor awal game tidak bisa disentuh"
3,Ini game apasih setiap loading selalu berhenti sendiri anj lah
1,loadingnya telalu lama sama kelamaan unzip resoursenya
1,Tolong lah perbaiki bugnya. Saat saya skip screen selalu layar hand phone saya gelap dan tidak muncul apa pa mohon segera di perbaiki karna saya ingin bermain🙏🙏🙏
5,"kurang smooth di pergerakan aja sama kalo mau lihat menu lain di lobby masih ada delay, sedikit mengganggu"
1,gk tau gue tiba-tiba udah ke download aku login trs kayak 11.8GB tulisannya GK tau maksudnya apa
1,"Kirain bug telah di perbaiki setelah banyak update, ternyata masih ada saja yang tidak bergerak ketika loading. Hadeee"
3,ga ada download latar belakang😮‍💨
3,"Game yang bagus, namun terlalu banyak loading yang tidak memuaskan"
1,"Sudahlah, game JELEK, AMAT JELEK, daya tempur sudah jauh melebihi rekomendasi, tapi masih gak imbang, terus misi nya gitu2 doang, bosenin, NYESEL MAIN GAME SAMPAH"
1,"apa coba update terus masih gak optimal ini game, masih banyak loading dan belum di fix, makin susah untuk masuk kedalam game nya, jujur kecewa dengan game yang ""ditunggu-tunggu"" ini"
3,"Tidak bisa masuk ke arena main, stop di bagian download"
4,"Bagus,tapi bagian tutorial terlalu maksa"
4,Ini game sudah bagus menurutku tapi saya sebagai player gratisan ini kurang😅 setiap misi harus ada uang gitu naik level saya nunggu bantuan dana 24 jm naik cuma sedikit 😅
2,Susah buat ngeupdate seperti weapon dan atributnya karna semua bergantung dengan top up top up dan top up kalau gini caranya gamenya ngak bakal laku kalau cuma ngandelin top up kasian player gratisannya
3,black screen terus... patah patah padahal ram 12... banyak bug di setiap misi... tolong perbaiki sebelum downrate
4,Apalah ini gw maen di hp tutorial nya suruh pake stik 🤣🤣 Ini tolong segera diperbaiki dong. Gabisa di sentuh layarnya 🥴 gabisa lakuin tutorial sama sekali
3,"Apa kalian mementingkan perasaan player juga saat bermain? Game ini sistemnya terlalu memaksa kami untuk terus melanjutkan permainan, tekan inilah tekan itulah. Hal itu sangat mengganggu sekali."
2,Game sudah bagus si. Cuma sayang bug parah amat. D sarankan cepat di perbaiki. Agar peminat game ini bisa lanjut main. Thanks
2,"dari segi grafik dan storynya bagus, tapi kebanyakan loading dan tiba tiba ngestuck ga jelas di update tolong"
5,"Game ini sudah bagus cmn masalahnya di loading itu ngestuck mulu, tolong segera diperbaiki!!!"
1,"Game aneh baru kelar download analog gbsa di pencet kocak , bug gtu aja ga diperbaikin , blm lgi klo skip iklan layar hitam"
5,Mungkin masih terlalu berat bisa tolong mungkin bisa diringankan engine system supaya nggak terlalu berat dalam bergerak hp-ku sudah Snapdragon685 tapi masih terlalu berat
1,"Solo loading, jadi males main game ini kebanyakan ngestuck , llayar hitam banyak deh harusnya update loading di fix lah minimal, jadi maless mending main wuthering wave gada loading pffff"
5,"Gamenya bagus, maklumlah banyak bug-bug. Kan game baru rilis.. untuk delopeer lain kali ditingkatkan ya 😁😁"
1,tolong bug diperbaiki.. tidak pernah bisa di mainkan.. selalu macet pas di tutorial..
1,Setelah update tambah tidak bisa dimainkan. Selain membuat ponsel panas. Game sering lag. Sekarang malah tidak bisa mainkan. Tolong segera perbaiki!
1,"Tolong perbaiki bug saat memuat game (loading game). Ini sangat mengganggu pemain, saya setiap hari selalu mendapatkan bug seperti ini."
1,"Bug tidak bisa di mainkan awal game, joystick tidak muncul Tolong di update secepatnya, nanti di kasih bintang 5"
3,"Seperti biasa, masalah jaringan yang tidak stabil saat login dan dalam in-game masih sering terjadi sama dengan game-game NETMARBLE lainnya"
1,GAME CACAT. SELALU FREEZE DI LOADING 🤮👎👎
3,Tidak bisa login.. Koneksi bagus
