instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat,hr_cat
9737,2012-02-15,1,1,2,15,0,3,1,1,17,21,41,15,7,164,171,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9738,2012-02-15,1,1,2,16,0,3,1,1,17,21,38,13,9,222,231,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9739,2012-02-15,1,1,2,17,0,3,1,1,17,21,38,13,17,470,487,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9740,2012-02-15,1,1,2,18,0,3,1,1,16,20,40,15,9,459,468,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9741,2012-02-15,1,1,2,19,0,3,1,1,16,20,43,11,9,302,311,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9742,2012-02-15,1,1,2,20,0,3,1,1,15,17,46,11,4,207,211,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9743,2012-02-15,1,1,2,21,0,3,1,1,14,17,53,11,8,170,178,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9744,2012-02-15,1,1,2,22,0,3,1,1,14,17,49,7,3,104,107,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9745,2012-02-15,1,1,2,23,0,3,1,1,14,17,53,6,4,54,58,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9746,2012-02-16,1,1,2,0,0,4,1,2,12,15,70,9,1,22,23,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9747,2012-02-16,1,1,2,1,0,4,1,2,12,17,70,0,0,5,5,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9748,2012-02-16,1,1,2,2,0,4,1,2,12,16,70,6,1,6,7,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9749,2012-02-16,1,1,2,3,0,4,1,2,12,17,61,0,0,1,1,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9750,2012-02-16,1,1,2,4,0,4,1,3,12,16,70,6,0,3,3,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Night
9751,2012-02-16,1,1,2,5,0,4,1,2,12,17,70,0,0,20,20,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9752,2012-02-16,1,1,2,6,0,4,1,2,12,16,70,6,4,83,87,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9753,2012-02-16,1,1,2,7,0,4,1,2,12,15,70,9,3,285,288,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9754,2012-02-16,1,1,2,8,0,4,1,2,12,16,70,6,9,489,498,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9755,2012-02-16,1,1,2,9,0,4,1,2,12,15,70,11,3,199,202,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9756,2012-02-16,1,1,2,10,0,4,1,3,13,17,70,9,2,42,44,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
9757,2012-02-16,1,1,2,11,0,4,1,3,13,17,70,7,2,69,71,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Morning
9758,2012-02-16,1,1,2,12,0,4,1,3,13,17,76,6,1,44,45,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Noon
9759,2012-02-16,1,1,2,13,0,4,1,3,14,16,71,17,2,62,64,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Noon
9760,2012-02-16,1,1,2,14,0,4,1,3,13,16,81,13,1,30,31,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Noon
9761,2012-02-16,1,1,2,15,0,4,1,3,14,18,76,0,3,50,53,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Noon
9762,2012-02-16,1,1,2,16,0,4,1,3,14,18,81,0,8,110,118,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Afternoon
9763,2012-02-16,1,1,2,17,0,4,1,3,14,18,87,0,8,281,289,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Afternoon
9764,2012-02-16,1,1,2,18,0,4,1,3,14,17,87,9,8,345,353,Spring,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Afternoon
9765,2012-02-16,1,1,2,19,0,4,1,2,13,16,87,11,4,254,258,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9766,2012-02-16,1,1,2,20,0,4,1,2,13,17,87,9,5,211,216,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9767,2012-02-16,1,1,2,21,0,4,1,2,14,17,81,7,3,142,145,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9768,2012-02-16,1,1,2,22,0,4,1,2,13,17,81,0,3,108,111,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9769,2012-02-16,1,1,2,23,0,4,1,1,13,17,81,6,3,70,73,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9770,2012-02-17,1,1,2,0,0,5,1,2,12,17,87,0,2,32,34,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9771,2012-02-17,1,1,2,1,0,5,1,2,12,17,93,0,2,16,18,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9772,2012-02-17,1,1,2,2,0,5,1,2,12,16,93,7,1,11,12,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9773,2012-02-17,1,1,2,3,0,5,1,2,11,14,93,7,0,1,1,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9774,2012-02-17,1,1,2,4,0,5,1,2,11,14,93,13,0,1,1,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9775,2012-02-17,1,1,2,5,0,5,1,2,11,14,93,11,0,16,16,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9776,2012-02-17,1,1,2,6,0,5,1,2,11,14,96,9,1,70,71,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9777,2012-02-17,1,1,2,7,0,5,1,2,11,14,93,7,4,222,226,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9778,2012-02-17,1,1,2,8,0,5,1,2,11,15,100,0,4,516,520,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9779,2012-02-17,1,1,2,9,0,5,1,2,11,15,100,0,8,275,283,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9780,2012-02-17,1,1,2,10,0,5,1,1,14,16,71,19,13,103,116,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9781,2012-02-17,1,1,2,11,0,5,1,1,15,17,62,28,9,133,142,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9782,2012-02-17,1,1,2,12,0,5,1,1,16,20,46,26,21,177,198,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9783,2012-02-17,1,1,2,13,0,5,1,1,16,20,43,24,34,171,205,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9784,2012-02-17,1,1,2,14,0,5,1,1,16,20,37,24,33,137,170,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9785,2012-02-17,1,1,2,15,0,5,1,1,17,21,35,28,41,180,221,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9786,2012-02-17,1,1,2,16,0,5,1,1,17,21,32,20,56,251,307,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9787,2012-02-17,1,1,2,17,0,5,1,1,17,21,32,22,36,429,465,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9788,2012-02-17,1,1,2,18,0,5,1,1,16,20,35,17,15,362,377,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9789,2012-02-17,1,1,2,19,0,5,1,1,16,20,37,15,16,266,282,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9790,2012-02-17,1,1,2,20,0,5,1,1,16,20,35,13,13,158,171,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9791,2012-02-17,1,1,2,21,0,5,1,1,16,20,37,13,15,114,129,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9792,2012-02-17,1,1,2,22,0,5,1,1,15,17,40,15,15,92,107,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9793,2012-02-17,1,1,2,23,0,5,1,1,15,17,40,13,10,72,82,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9794,2012-02-18,1,1,2,0,0,6,0,1,14,17,42,11,5,81,86,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9795,2012-02-18,1,1,2,1,0,6,0,1,13,16,49,11,7,38,45,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9796,2012-02-18,1,1,2,2,0,6,0,1,12,14,61,17,6,39,45,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9797,2012-02-18,1,1,2,3,0,6,0,1,11,14,65,7,3,15,18,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9798,2012-02-18,1,1,2,4,0,6,0,1,11,15,70,0,3,4,7,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9799,2012-02-18,1,1,2,5,0,6,0,1,10,13,70,6,0,1,1,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9800,2012-02-18,1,1,2,6,0,6,0,1,10,14,70,0,1,8,9,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9801,2012-02-18,1,1,2,7,0,6,0,1,10,14,70,0,8,33,41,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9802,2012-02-18,1,1,2,8,0,6,0,1,9,14,87,0,10,92,102,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9803,2012-02-18,1,1,2,9,0,6,0,1,9,12,80,7,22,116,138,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9804,2012-02-18,1,1,2,10,0,6,0,1,11,14,81,7,48,157,205,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9805,2012-02-18,1,1,2,11,0,6,0,1,13,17,57,9,102,184,286,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9806,2012-02-18,1,1,2,12,0,6,0,1,15,17,43,13,128,241,369,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9807,2012-02-18,1,1,2,13,0,6,0,1,16,20,43,19,165,219,384,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9808,2012-02-18,1,1,2,14,0,6,0,1,18,22,35,24,183,244,427,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9809,2012-02-18,1,1,2,15,0,6,0,1,17,21,41,17,229,270,499,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9810,2012-02-18,1,1,2,16,0,6,0,1,18,22,44,22,186,218,404,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9811,2012-02-18,1,1,2,17,0,6,0,1,20,23,36,19,142,222,364,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9812,2012-02-18,1,1,2,18,0,6,0,1,19,23,38,20,70,176,246,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9813,2012-02-18,1,1,2,19,0,6,0,1,18,22,44,11,38,150,188,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9814,2012-02-18,1,1,2,20,0,6,0,1,18,22,44,11,25,123,148,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9815,2012-02-18,1,1,2,21,0,6,0,1,18,22,33,20,25,89,114,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9816,2012-02-18,1,1,2,22,0,6,0,1,16,20,40,30,17,101,118,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9817,2012-02-18,1,1,2,23,0,6,0,2,15,17,40,26,12,62,74,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9818,2012-02-19,1,1,2,0,0,0,0,2,14,15,39,24,9,65,74,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9819,2012-02-19,1,1,2,1,0,0,0,2,13,15,39,17,10,62,72,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9820,2012-02-19,1,1,2,2,0,0,0,2,12,14,36,19,3,45,48,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9821,2012-02-19,1,1,2,3,0,0,0,2,12,14,36,15,3,12,15,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9822,2012-02-19,1,1,2,4,0,0,0,2,11,13,41,26,0,3,3,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9823,2012-02-19,1,1,2,5,0,0,0,2,11,11,48,20,1,1,2,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9824,2012-02-19,1,1,2,6,0,0,0,1,10,11,52,22,0,5,5,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9825,2012-02-19,1,1,2,7,0,0,0,2,10,11,52,19,2,12,14,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
9826,2012-02-19,1,1,2,8,0,0,0,2,10,11,56,13,8,48,56,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
9827,2012-02-19,1,1,2,9,0,0,0,2,10,11,56,17,20,73,93,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
9828,2012-02-19,1,1,2,10,0,0,0,2,11,12,52,17,49,142,191,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9829,2012-02-19,1,1,2,11,0,0,0,2,11,11,56,22,82,144,226,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9830,2012-02-19,1,1,2,12,0,0,0,2,11,14,52,17,71,184,255,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
9831,2012-02-19,1,1,2,13,0,0,0,1,12,15,49,11,64,197,261,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9832,2012-02-19,1,1,2,14,0,0,0,2,13,16,45,13,48,189,237,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
9833,2012-02-19,1,1,2,15,0,0,0,2,12,14,49,13,85,168,253,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
9834,2012-02-19,1,1,2,16,0,0,0,2,13,15,45,19,62,150,212,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
9835,2012-02-19,1,1,2,17,0,0,0,2,12,14,49,17,22,135,157,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
9836,2012-02-19,1,1,2,18,0,0,0,2,12,14,49,22,23,144,167,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Afternoon
9837,2012-02-19,1,1,2,19,0,0,0,2,12,14,52,17,18,101,119,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9838,2012-02-19,1,1,2,20,0,0,0,2,12,14,52,19,22,81,103,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9839,2012-02-19,1,1,2,21,0,0,0,3,11,13,65,11,3,33,36,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool,Evening
9840,2012-02-19,1,1,2,22,0,0,0,3,10,13,75,6,8,47,55,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold,Evening
9841,2012-02-19,1,1,2,23,0,0,0,2,9,11,93,11,5,30,35,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
9842,2012-02-20,1,1,2,0,1,1,0,2,10,13,87,6,5,36,41,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
9843,2012-02-20,1,1,2,1,1,1,0,2,10,13,87,6,3,12,15,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
9844,2012-02-20,1,1,2,2,1,1,0,2,10,13,87,6,1,19,20,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
9845,2012-02-20,1,1,2,3,1,1,0,2,10,11,81,13,0,8,8,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Night
9846,2012-02-20,1,1,2,5,1,1,0,2,10,11,60,24,0,6,6,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
9847,2012-02-20,1,1,2,6,1,1,0,1,10,10,52,28,1,9,10,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9848,2012-02-20,1,1,2,7,1,1,0,2,9,10,55,22,2,42,44,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold,Morning
9849,2012-02-20,1,1,2,8,1,1,0,1,8,9,59,24,9,111,120,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9850,2012-02-20,1,1,2,9,1,1,0,1,8,9,59,24,12,98,110,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9851,2012-02-20,1,1,2,10,1,1,0,1,9,10,55,30,30,113,143,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9852,2012-02-20,1,1,2,11,1,1,0,1,11,11,48,24,45,163,208,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
9853,2012-02-20,1,1,2,12,1,1,0,1,11,14,45,15,65,216,281,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9854,2012-02-20,1,1,2,13,1,1,0,1,12,14,42,19,66,246,312,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9855,2012-02-20,1,1,2,14,1,1,0,1,13,16,36,13,57,206,263,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9856,2012-02-20,1,1,2,15,1,1,0,1,14,16,34,15,54,235,289,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9857,2012-02-20,1,1,2,16,1,1,0,1,15,19,29,7,64,216,280,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9858,2012-02-20,1,1,2,17,1,1,0,1,16,20,27,17,27,226,253,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9859,2012-02-20,1,1,2,18,1,1,0,1,14,16,34,15,27,215,242,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9860,2012-02-20,1,1,2,19,1,1,0,1,14,16,34,15,8,164,172,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9861,2012-02-20,1,1,2,20,1,1,0,1,14,17,34,13,9,117,126,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9862,2012-02-20,1,1,2,21,1,1,0,1,12,15,39,11,8,90,98,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9863,2012-02-20,1,1,2,22,1,1,0,1,12,16,45,6,9,53,62,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9864,2012-02-20,1,1,2,23,1,1,0,1,12,17,39,0,0,26,26,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9865,2012-02-21,1,1,2,0,0,2,1,1,11,15,65,0,1,11,12,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9866,2012-02-21,1,1,2,1,0,2,1,1,11,15,56,0,0,7,7,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9867,2012-02-21,1,1,2,2,0,2,1,1,10,14,60,0,0,3,3,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
9868,2012-02-21,1,1,2,4,0,2,1,1,9,14,64,0,0,2,2,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Night
9869,2012-02-21,1,1,2,5,0,2,1,1,8,13,69,0,0,15,15,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9870,2012-02-21,1,1,2,6,0,2,1,1,8,13,75,0,3,83,86,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9871,2012-02-21,1,1,2,7,0,2,1,1,9,14,64,0,6,273,279,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9872,2012-02-21,1,1,2,8,0,2,1,1,8,11,69,6,5,459,464,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9873,2012-02-21,1,1,2,9,0,2,1,1,8,11,75,7,6,211,217,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9874,2012-02-21,1,1,2,10,0,2,1,1,10,11,70,13,8,77,85,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold,Morning
9875,2012-02-21,1,1,2,11,0,2,1,2,11,12,70,19,5,81,86,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Morning
9876,2012-02-21,1,1,2,12,0,2,1,2,12,14,56,26,16,147,163,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
9877,2012-02-21,1,1,2,13,0,2,1,1,14,15,49,28,8,123,131,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9878,2012-02-21,1,1,2,14,0,2,1,2,13,14,53,26,16,108,124,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Noon
9879,2012-02-21,1,1,2,15,0,2,1,1,14,15,49,28,23,137,160,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Noon
9880,2012-02-21,1,1,2,16,0,2,1,1,15,17,46,28,14,240,254,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9881,2012-02-21,1,1,2,17,0,2,1,1,16,20,40,30,21,411,432,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9882,2012-02-21,1,1,2,18,0,2,1,1,16,20,40,30,11,414,425,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Afternoon
9883,2012-02-21,1,1,2,19,0,2,1,1,15,17,46,20,5,299,304,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9884,2012-02-21,1,1,2,20,0,2,1,1,14,16,53,17,4,223,227,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9885,2012-02-21,1,1,2,21,0,2,1,1,14,17,61,11,7,147,154,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Evening
9886,2012-02-21,1,1,2,22,0,2,1,2,14,17,71,13,3,97,100,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Evening
9887,2012-02-21,1,1,2,23,0,2,1,1,13,15,66,15,1,46,47,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9888,2012-02-22,1,1,2,0,0,3,1,1,13,15,66,15,5,19,24,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9889,2012-02-22,1,1,2,1,0,3,1,1,13,17,70,9,3,4,7,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9890,2012-02-22,1,1,2,2,0,3,1,1,14,16,66,19,1,5,6,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9891,2012-02-22,1,1,2,3,0,3,1,2,14,16,71,15,1,3,4,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool,Night
9892,2012-02-22,1,1,2,4,0,3,1,1,14,17,71,11,0,2,2,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Night
9893,2012-02-22,1,1,2,5,0,3,1,1,13,17,70,7,1,29,30,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool,Morning
