instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new,temp_cat
334,2011-11-30,4,0,11,0,3,1,1,13,16,61,18,188,3425,3613,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
335,2011-12-01,4,0,12,0,4,1,1,13,15,52,15,182,3545,3727,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
336,2011-12-02,4,0,12,0,5,1,1,13,17,63,7,268,3672,3940,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
337,2011-12-03,4,0,12,0,6,0,1,12,16,61,6,706,2908,3614,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
338,2011-12-04,4,0,12,0,0,0,1,14,17,78,6,634,2851,3485,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
339,2011-12-05,4,0,12,0,1,1,2,16,20,83,4,233,3578,3811,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
340,2011-12-06,4,0,12,0,2,1,3,19,23,95,16,126,2468,2594,Winter,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool
341,2011-12-07,4,0,12,0,3,1,3,17,20,97,18,50,655,705,Winter,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool
342,2011-12-08,4,0,12,0,4,1,1,11,13,58,16,150,3172,3322,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
343,2011-12-09,4,0,12,0,5,1,1,12,16,70,6,261,3359,3620,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
344,2011-12-10,4,0,12,0,6,0,1,11,13,51,16,502,2688,3190,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
345,2011-12-11,4,0,12,0,0,0,1,9,13,49,4,377,2366,2743,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
346,2011-12-12,4,0,12,0,1,1,1,10,14,67,4,143,3167,3310,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
347,2011-12-13,4,0,12,0,2,1,1,12,15,59,9,155,3368,3523,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
348,2011-12-14,4,0,12,0,3,1,2,13,17,66,4,178,3562,3740,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
349,2011-12-15,4,0,12,0,4,1,2,17,21,63,18,181,3528,3709,Winter,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
350,2011-12-16,4,0,12,0,5,1,2,15,18,50,17,178,3399,3577,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
351,2011-12-17,4,0,12,0,6,0,2,11,12,56,16,275,2464,2739,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
352,2011-12-18,4,0,12,0,0,0,1,10,12,59,11,220,2211,2431,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
353,2011-12-19,4,0,12,0,1,1,1,11,14,64,12,260,3143,3403,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
354,2011-12-20,4,0,12,0,2,1,2,16,20,60,4,216,3534,3750,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
355,2011-12-21,1,0,12,0,3,1,2,18,21,86,15,107,2553,2660,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
356,2011-12-22,1,0,12,0,4,1,2,17,21,76,3,227,2841,3068,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
357,2011-12-23,1,0,12,0,5,1,1,15,19,69,18,163,2046,2209,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
358,2011-12-24,1,0,12,0,6,0,1,12,15,54,13,155,856,1011,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
359,2011-12-25,1,0,12,0,0,0,1,11,14,68,10,303,451,754,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
360,2011-12-26,1,0,12,1,1,0,1,13,16,51,16,430,887,1317,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
361,2011-12-27,1,0,12,0,2,1,2,13,16,76,13,103,1059,1162,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
362,2011-12-28,1,0,12,0,3,1,1,12,14,50,20,255,2047,2302,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
363,2011-12-29,1,0,12,0,4,1,1,10,13,57,8,254,2169,2423,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
364,2011-12-30,1,0,12,0,5,1,1,13,16,64,9,491,2508,2999,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
365,2011-12-31,1,0,12,0,6,0,1,17,21,62,15,665,1820,2485,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
366,2012-01-01,1,1,1,0,0,0,1,15,19,69,13,686,1608,2294,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
367,2012-01-02,1,1,1,1,1,0,1,11,13,38,22,244,1707,1951,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
368,2012-01-03,1,1,1,0,2,1,1,6,6,44,24,89,2147,2236,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
369,2012-01-04,1,1,1,0,3,1,2,4,6,41,12,95,2273,2368,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
370,2012-01-05,1,1,1,0,4,1,1,11,14,52,9,140,3132,3272,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
371,2012-01-06,1,1,1,0,5,1,1,14,17,54,11,307,3791,4098,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
372,2012-01-07,1,1,1,0,6,0,1,16,20,53,12,1070,3451,4521,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
373,2012-01-08,1,1,1,0,0,0,1,14,17,46,13,599,2826,3425,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
374,2012-01-09,1,1,1,0,1,1,2,9,12,70,7,106,2270,2376,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
375,2012-01-10,1,1,1,0,2,1,1,13,16,65,13,173,3425,3598,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
376,2012-01-11,1,1,1,0,3,1,2,11,14,85,9,92,2085,2177,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
377,2012-01-12,1,1,1,0,4,1,2,16,19,80,12,269,3828,4097,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
378,2012-01-13,1,1,1,0,5,1,1,11,12,51,25,174,3040,3214,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
379,2012-01-14,1,1,1,0,6,0,1,7,9,46,13,333,2160,2493,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
380,2012-01-15,1,1,1,0,0,0,1,7,8,42,17,284,2027,2311,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
381,2012-01-16,1,1,1,1,1,0,1,8,10,52,16,217,2081,2298,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
382,2012-01-17,1,1,1,0,2,1,2,15,18,72,23,127,2808,2935,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
383,2012-01-18,1,1,1,0,3,1,1,12,14,44,28,109,3267,3376,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
384,2012-01-19,1,1,1,0,4,1,1,8,10,50,15,130,3162,3292,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
385,2012-01-20,1,1,1,0,5,1,2,9,11,45,14,115,3048,3163,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
386,2012-01-21,1,1,1,0,6,0,2,7,9,83,15,67,1234,1301,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
387,2012-01-22,1,1,1,0,0,0,2,7,8,80,13,196,1781,1977,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
388,2012-01-23,1,1,1,0,1,1,2,9,12,91,7,145,2287,2432,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cold
389,2012-01-24,1,1,1,0,2,1,1,14,17,84,8,439,3900,4339,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
390,2012-01-25,1,1,1,0,3,1,1,12,15,64,11,467,3803,4270,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
391,2012-01-26,1,1,1,0,4,1,2,14,18,77,5,244,3831,4075,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
392,2012-01-27,1,1,1,0,5,1,2,17,21,74,23,269,3187,3456,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
393,2012-01-28,1,1,1,0,6,0,1,13,16,54,14,775,3248,4023,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
394,2012-01-29,1,1,1,0,0,0,1,12,14,31,16,558,2685,3243,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
395,2012-01-30,1,1,1,0,1,1,1,11,13,40,14,126,3498,3624,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
396,2012-01-31,1,1,1,0,2,1,1,16,19,42,18,324,4185,4509,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
397,2012-02-01,1,1,2,0,3,1,1,19,23,51,13,304,4275,4579,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
398,2012-02-02,1,1,2,0,4,1,2,16,20,67,13,190,3571,3761,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
399,2012-02-03,1,1,2,0,5,1,1,13,15,53,12,310,3841,4151,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
400,2012-02-04,1,1,2,0,6,0,2,11,14,78,8,384,2448,2832,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
401,2012-02-05,1,1,2,0,0,0,2,11,13,69,12,318,2629,2947,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
402,2012-02-06,1,1,2,0,1,1,1,12,15,62,10,206,3578,3784,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
403,2012-02-07,1,1,2,0,2,1,1,15,18,50,10,199,4176,4375,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
404,2012-02-08,1,1,2,0,3,1,2,11,13,72,9,109,2693,2802,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
405,2012-02-09,1,1,2,0,4,1,1,11,13,56,13,163,3667,3830,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
406,2012-02-10,1,1,2,0,5,1,2,12,15,54,8,227,3604,3831,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
407,2012-02-11,1,1,2,0,6,0,3,9,11,73,19,192,1977,2169,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cold
408,2012-02-12,1,1,2,0,0,0,1,5,5,46,27,73,1456,1529,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
409,2012-02-13,1,1,2,0,1,1,1,9,11,41,11,94,3328,3422,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
410,2012-02-14,1,1,2,0,2,1,2,13,17,51,9,135,3787,3922,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
411,2012-02-15,1,1,2,0,3,1,1,14,18,53,12,141,4028,4169,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
412,2012-02-16,1,1,2,0,4,1,2,13,17,75,6,74,2931,3005,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
413,2012-02-17,1,1,2,0,5,1,1,14,18,63,14,349,3805,4154,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
414,2012-02-18,1,1,2,0,6,0,1,14,18,53,13,1435,2883,4318,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
415,2012-02-19,1,1,2,0,0,0,2,11,13,52,17,618,2071,2689,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
416,2012-02-20,1,1,2,1,1,0,1,11,14,51,15,502,2627,3129,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
417,2012-02-21,1,1,2,0,2,1,1,12,15,59,14,163,3614,3777,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
418,2012-02-22,1,1,2,0,3,1,1,16,20,57,16,394,4379,4773,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
419,2012-02-23,1,1,2,0,4,1,1,19,22,55,13,516,4546,5062,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
420,2012-02-24,1,1,2,0,5,1,2,17,21,74,16,246,3241,3487,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
421,2012-02-25,1,1,2,0,6,0,1,12,13,40,28,317,2415,2732,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
422,2012-02-26,1,1,2,0,0,0,1,11,13,41,14,515,2874,3389,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
423,2012-02-27,1,1,2,0,1,1,1,15,18,49,18,253,4069,4322,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
424,2012-02-28,1,1,2,0,2,1,1,15,18,40,13,229,4134,4363,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
425,2012-02-29,1,1,2,0,3,1,2,14,17,80,12,65,1769,1834,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
426,2012-03-01,1,1,3,0,4,1,1,20,24,62,15,325,4665,4990,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
427,2012-03-02,1,1,3,0,5,1,2,14,18,66,10,246,2948,3194,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
428,2012-03-03,1,1,3,0,6,0,2,17,21,62,11,956,3110,4066,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
429,2012-03-04,1,1,3,0,0,0,1,13,15,40,22,710,2713,3423,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
430,2012-03-05,1,1,3,0,1,1,1,10,12,51,15,203,3130,3333,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cold
431,2012-03-06,1,1,3,0,2,1,1,11,13,46,13,221,3735,3956,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
432,2012-03-07,1,1,3,0,3,1,1,17,19,51,23,432,4484,4916,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
433,2012-03-08,1,1,3,0,4,1,1,22,26,57,30,486,4896,5382,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
434,2012-03-09,1,1,3,0,5,1,2,17,20,41,28,447,4122,4569,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
435,2012-03-10,1,1,3,0,6,0,1,12,14,35,15,968,3150,4118,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
436,2012-03-11,1,1,3,0,0,0,1,15,18,48,15,1658,3253,4911,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
437,2012-03-12,1,1,3,0,1,1,1,19,23,49,14,838,4460,5298,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
438,2012-03-13,1,1,3,0,2,1,1,23,27,62,16,762,5085,5847,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
439,2012-03-14,1,1,3,0,3,1,1,23,27,51,8,997,5315,6312,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
440,2012-03-15,1,1,3,0,4,1,1,23,27,58,10,1005,5187,6192,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
441,2012-03-16,1,1,3,0,5,1,2,18,22,84,8,548,3830,4378,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
442,2012-03-17,1,1,3,0,6,0,2,21,25,76,7,3155,4681,7836,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
443,2012-03-18,1,1,3,0,0,0,2,19,23,81,9,2207,3685,5892,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
444,2012-03-19,1,1,3,0,1,1,1,22,27,73,11,982,5171,6153,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
445,2012-03-20,1,1,3,0,2,1,1,23,27,81,8,1051,5042,6093,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
446,2012-03-21,2,1,3,0,3,1,2,22,26,82,6,1122,5108,6230,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
447,2012-03-22,2,1,3,0,4,1,1,23,27,83,8,1334,5537,6871,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
448,2012-03-23,2,1,3,0,5,1,2,25,29,69,8,2469,5893,8362,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
449,2012-03-24,2,1,3,0,6,0,2,21,24,89,13,1033,2339,3372,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
450,2012-03-25,2,1,3,0,0,0,2,18,22,88,15,1532,3464,4996,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
451,2012-03-26,2,1,3,0,1,1,1,18,22,48,26,795,4763,5558,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
452,2012-03-27,2,1,3,0,2,1,1,13,16,29,13,531,4571,5102,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
453,2012-03-28,2,1,3,0,3,1,1,20,24,48,20,674,5024,5698,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
454,2012-03-29,2,1,3,0,4,1,1,20,24,44,21,834,5299,6133,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
455,2012-03-30,2,1,3,0,5,1,2,15,19,58,9,796,4663,5459,Summer,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
456,2012-03-31,2,1,3,0,6,0,2,17,21,74,17,2301,3934,6235,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
457,2012-04-01,2,1,4,0,0,0,2,17,21,68,12,2347,3694,6041,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
458,2012-04-02,2,1,4,0,1,1,1,18,21,50,21,1208,4728,5936,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
459,2012-04-03,2,1,4,0,2,1,1,19,23,40,7,1348,5424,6772,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
460,2012-04-04,2,1,4,0,3,1,1,22,27,47,12,1058,5378,6436,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
461,2012-04-05,2,1,4,0,4,1,1,18,22,37,15,1192,5265,6457,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
462,2012-04-06,2,1,4,0,5,1,1,17,20,38,20,1807,4653,6460,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
463,2012-04-07,2,1,4,0,6,0,1,18,21,25,18,3252,3605,6857,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
464,2012-04-08,2,1,4,0,0,0,1,20,25,28,16,2230,2939,5169,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
465,2012-04-09,2,1,4,0,1,1,1,20,24,32,24,905,4680,5585,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
466,2012-04-10,2,1,4,0,2,1,1,18,22,44,17,819,5099,5918,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
467,2012-04-11,2,1,4,0,3,1,1,14,17,47,20,482,4380,4862,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
468,2012-04-12,2,1,4,0,4,1,1,16,19,47,19,663,4746,5409,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
469,2012-04-13,2,1,4,0,5,1,1,18,22,41,10,1252,5146,6398,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
470,2012-04-14,2,1,4,0,6,0,1,20,24,50,13,2795,4665,7460,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
471,2012-04-15,2,1,4,0,0,0,1,25,29,51,15,2846,4286,7132,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
472,2012-04-16,2,1,4,1,1,0,1,27,31,56,19,1198,5172,6370,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
473,2012-04-17,2,1,4,0,2,1,1,25,30,39,18,989,5702,6691,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
474,2012-04-18,2,1,4,0,3,1,2,19,23,57,11,347,4020,4367,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
475,2012-04-19,2,1,4,0,4,1,1,20,25,61,4,846,5719,6565,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
476,2012-04-20,2,1,4,0,5,1,1,22,26,69,10,1340,5950,7290,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
477,2012-04-21,2,1,4,0,6,0,1,23,27,68,19,2541,4083,6624,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
478,2012-04-22,2,1,4,0,0,0,3,16,19,84,23,120,907,1027,Summer,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",Cool
479,2012-04-23,2,1,4,0,1,1,2,13,15,77,20,195,3019,3214,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
480,2012-04-24,2,1,4,0,2,1,1,17,20,45,17,518,5115,5633,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
481,2012-04-25,2,1,4,0,3,1,1,20,24,43,8,655,5541,6196,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
482,2012-04-26,2,1,4,0,4,1,2,20,24,76,12,475,4551,5026,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
483,2012-04-27,2,1,4,0,5,1,1,19,23,40,23,1014,5219,6233,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
484,2012-04-28,2,1,4,0,6,0,2,15,19,49,9,1120,3100,4220,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
485,2012-04-29,2,1,4,0,0,0,1,19,23,59,8,2229,4075,6304,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Cool
486,2012-04-30,2,1,4,0,1,1,2,19,23,57,11,665,4907,5572,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Cool
487,2012-05-01,2,1,5,0,2,1,2,25,29,66,10,653,5087,5740,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
488,2012-05-02,2,1,5,0,3,1,1,23,27,80,9,667,5502,6169,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
489,2012-05-03,2,1,5,0,4,1,2,23,27,77,9,764,5657,6421,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
490,2012-05-04,2,1,5,0,5,1,1,26,30,74,11,1069,5227,6296,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
491,2012-05-05,2,1,5,0,6,0,2,25,29,76,10,2496,4387,6883,Summer,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
492,2012-05-06,2,1,5,0,0,0,2,23,27,74,10,2135,4224,6359,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
493,2012-05-07,2,1,5,0,1,1,2,22,26,66,15,1008,5265,6273,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
494,2012-05-08,2,1,5,0,2,1,2,24,28,69,20,738,4990,5728,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
495,2012-05-09,2,1,5,0,3,1,2,24,28,74,14,620,4097,4717,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
496,2012-05-10,2,1,5,0,4,1,1,21,25,55,21,1026,5546,6572,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
497,2012-05-11,2,1,5,0,5,1,1,22,26,36,16,1319,5711,7030,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
498,2012-05-12,2,1,5,0,6,0,1,23,27,48,8,2622,4807,7429,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
499,2012-05-13,2,1,5,0,0,0,1,25,29,58,15,2172,3946,6118,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",Warm
500,2012-05-14,2,1,5,0,1,1,2,24,27,79,14,342,2501,2843,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
501,2012-05-15,2,1,5,0,2,1,2,25,29,79,10,625,4490,5115,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",Warm
