instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_new,weekday_new,weathersit_new
9017,2012-01-16,1,1,1,13,1,1,0,2,10,10,41,28,26,202,228,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9018,2012-01-16,1,1,1,14,1,1,0,1,10,11,44,26,23,158,181,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9019,2012-01-16,1,1,1,15,1,1,0,1,11,11,44,30,17,175,192,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9020,2012-01-16,1,1,1,16,1,1,0,1,11,11,44,24,22,158,180,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9021,2012-01-16,1,1,1,17,1,1,0,1,11,11,48,22,19,174,193,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9022,2012-01-16,1,1,1,18,1,1,0,1,11,11,52,22,6,175,181,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9023,2012-01-16,1,1,1,19,1,1,0,1,11,12,56,19,10,134,144,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9024,2012-01-16,1,1,1,20,1,1,0,1,11,12,60,19,2,88,90,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9025,2012-01-16,1,1,1,21,1,1,0,1,11,13,52,22,3,46,49,Spring,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9026,2012-01-16,1,1,1,22,1,1,0,2,12,14,49,24,4,39,43,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9027,2012-01-16,1,1,1,23,1,1,0,3,11,11,70,20,0,28,28,Spring,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9028,2012-01-17,1,1,1,0,0,2,1,2,11,11,70,22,0,12,12,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9029,2012-01-17,1,1,1,1,0,2,1,2,11,13,65,24,0,2,2,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9030,2012-01-17,1,1,1,2,0,2,1,3,11,14,75,17,0,12,12,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9031,2012-01-17,1,1,1,4,0,2,1,3,13,15,66,22,0,2,2,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9032,2012-01-17,1,1,1,5,0,2,1,3,13,15,66,22,0,13,13,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9033,2012-01-17,1,1,1,6,0,2,1,3,12,14,75,17,0,57,57,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9034,2012-01-17,1,1,1,7,0,2,1,3,12,14,81,15,5,121,126,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9035,2012-01-17,1,1,1,8,0,2,1,3,12,14,81,19,3,90,93,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9036,2012-01-17,1,1,1,9,0,2,1,3,13,15,81,17,7,61,68,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9037,2012-01-17,1,1,1,10,0,2,1,3,12,14,87,17,1,61,62,Spring,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9038,2012-01-17,1,1,1,11,0,2,1,2,14,17,87,7,2,73,75,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9039,2012-01-17,1,1,1,12,0,2,1,2,13,15,87,19,3,83,86,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9040,2012-01-17,1,1,1,13,0,2,1,2,16,20,76,22,8,95,103,Spring,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9041,2012-01-17,1,1,1,14,0,2,1,1,18,22,62,33,12,120,132,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9042,2012-01-17,1,1,1,15,0,2,1,1,18,22,62,33,6,123,129,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9043,2012-01-17,1,1,1,16,0,2,1,1,19,23,63,37,14,205,219,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9044,2012-01-17,1,1,1,17,0,2,1,1,19,23,63,30,20,442,462,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9045,2012-01-17,1,1,1,18,0,2,1,1,19,23,63,30,12,451,463,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9046,2012-01-17,1,1,1,19,0,2,1,1,19,23,63,28,11,297,308,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9047,2012-01-17,1,1,1,20,0,2,1,1,19,23,63,24,11,169,180,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9048,2012-01-17,1,1,1,21,0,2,1,1,19,23,67,31,6,174,180,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9049,2012-01-17,1,1,1,22,0,2,1,1,19,23,72,26,5,85,90,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9050,2012-01-17,1,1,1,23,0,2,1,1,19,23,72,26,1,60,61,Spring,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9051,2012-01-18,1,1,1,0,0,3,1,2,19,23,77,22,3,14,17,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9052,2012-01-18,1,1,1,1,0,3,1,2,19,23,77,22,0,10,10,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9053,2012-01-18,1,1,1,2,0,3,1,2,18,22,51,33,1,1,2,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9054,2012-01-18,1,1,1,3,0,3,1,2,18,22,51,33,1,3,4,Spring,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9055,2012-01-18,1,1,1,4,0,3,1,1,14,14,46,35,0,1,1,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9056,2012-01-18,1,1,1,5,0,3,1,1,14,14,46,35,0,29,29,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9057,2012-01-18,1,1,1,6,0,3,1,1,14,14,36,35,0,88,88,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9058,2012-01-18,1,1,1,7,0,3,1,1,13,14,42,24,1,262,263,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9059,2012-01-18,1,1,1,8,0,3,1,1,12,14,52,28,15,474,489,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9060,2012-01-18,1,1,1,9,0,3,1,1,11,13,52,22,6,196,202,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9061,2012-01-18,1,1,1,10,0,3,1,1,12,14,42,31,5,88,93,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9062,2012-01-18,1,1,1,11,0,3,1,1,12,14,42,26,4,110,114,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9063,2012-01-18,1,1,1,12,0,3,1,1,12,13,39,33,6,155,161,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9064,2012-01-18,1,1,1,13,0,3,1,1,12,14,42,31,6,124,130,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9065,2012-01-18,1,1,1,14,0,3,1,1,12,14,33,26,7,98,105,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9066,2012-01-18,1,1,1,15,0,3,1,1,12,13,33,35,8,122,130,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9067,2012-01-18,1,1,1,16,0,3,1,1,11,11,30,35,13,163,176,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9068,2012-01-18,1,1,1,17,0,3,1,1,11,11,33,30,8,338,346,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9069,2012-01-18,1,1,1,18,0,3,1,1,10,11,32,24,8,347,355,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9070,2012-01-18,1,1,1,19,0,3,1,1,9,10,37,26,5,251,256,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9071,2012-01-18,1,1,1,20,0,3,1,1,9,11,37,17,1,164,165,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9072,2012-01-18,1,1,1,21,0,3,1,1,8,8,40,28,5,119,124,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9073,2012-01-18,1,1,1,22,0,3,1,1,7,8,47,17,4,74,78,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9074,2012-01-18,1,1,1,23,0,3,1,1,7,7,47,20,2,36,38,Spring,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9075,2012-01-19,1,1,1,0,0,4,1,1,6,7,50,13,0,16,16,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9076,2012-01-19,1,1,1,1,0,4,1,1,6,8,50,11,0,5,5,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9077,2012-01-19,1,1,1,2,0,4,1,1,6,8,50,9,0,3,3,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9078,2012-01-19,1,1,1,3,0,4,1,1,5,8,54,7,0,4,4,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9079,2012-01-19,1,1,1,4,0,4,1,1,5,8,54,7,0,1,1,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9080,2012-01-19,1,1,1,5,0,4,1,1,5,6,55,17,0,19,19,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9081,2012-01-19,1,1,1,6,0,4,1,1,5,7,54,11,0,86,86,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9082,2012-01-19,1,1,1,7,0,4,1,1,5,8,54,6,2,204,206,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9083,2012-01-19,1,1,1,8,0,4,1,1,5,8,54,7,9,414,423,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9084,2012-01-19,1,1,1,9,0,4,1,1,5,10,54,0,6,204,210,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9085,2012-01-19,1,1,1,10,0,4,1,1,6,11,59,0,10,98,108,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9086,2012-01-19,1,1,1,11,0,4,1,1,7,8,55,11,6,93,99,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9087,2012-01-19,1,1,1,12,0,4,1,1,8,10,51,13,5,106,111,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9088,2012-01-19,1,1,1,13,0,4,1,1,9,11,47,19,6,118,124,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9089,2012-01-19,1,1,1,14,0,4,1,1,10,11,44,13,15,104,119,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9090,2012-01-19,1,1,1,15,0,4,1,1,11,11,44,20,9,118,127,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9091,2012-01-19,1,1,1,16,0,4,1,1,11,11,41,22,8,185,193,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9092,2012-01-19,1,1,1,17,0,4,1,2,11,11,44,22,21,364,385,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9093,2012-01-19,1,1,1,18,0,4,1,2,11,11,44,22,16,345,361,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9094,2012-01-19,1,1,1,19,0,4,1,2,11,11,48,20,5,229,234,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9095,2012-01-19,1,1,1,20,0,4,1,1,11,11,52,30,7,184,191,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9096,2012-01-19,1,1,1,21,0,4,1,1,11,11,44,24,4,117,121,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9097,2012-01-19,1,1,1,22,0,4,1,2,11,11,44,28,0,90,90,Spring,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9098,2012-01-19,1,1,1,23,0,4,1,1,11,11,48,22,1,55,56,Spring,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9099,2012-01-20,1,1,1,0,0,5,1,2,11,11,48,20,3,24,27,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9100,2012-01-20,1,1,1,1,0,5,1,1,11,14,48,9,0,15,15,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9101,2012-01-20,1,1,1,2,0,5,1,1,11,14,48,9,0,11,11,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9102,2012-01-20,1,1,1,3,0,5,1,1,10,13,52,7,0,4,4,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9103,2012-01-20,1,1,1,4,0,5,1,1,9,12,60,7,0,3,3,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9104,2012-01-20,1,1,1,5,0,5,1,1,9,12,60,7,0,19,19,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9105,2012-01-20,1,1,1,6,0,5,1,1,10,11,60,19,0,68,68,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9106,2012-01-20,1,1,1,7,0,5,1,1,9,11,69,15,2,183,185,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9107,2012-01-20,1,1,1,8,0,5,1,1,9,11,64,17,4,421,425,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9108,2012-01-20,1,1,1,9,0,5,1,1,9,10,47,26,21,242,263,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9109,2012-01-20,1,1,1,10,0,5,1,2,9,11,44,19,1,96,97,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9110,2012-01-20,1,1,1,11,0,5,1,2,8,9,32,24,6,117,123,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9111,2012-01-20,1,1,1,12,0,5,1,2,8,9,34,22,5,119,124,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9112,2012-01-20,1,1,1,13,0,5,1,1,9,11,32,20,12,144,156,Spring,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9113,2012-01-20,1,1,1,14,0,5,1,2,9,11,35,20,8,107,115,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9114,2012-01-20,1,1,1,15,0,5,1,2,9,11,35,13,12,144,156,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9115,2012-01-20,1,1,1,16,0,5,1,2,8,11,37,11,11,163,174,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9116,2012-01-20,1,1,1,17,0,5,1,2,9,13,32,6,9,340,349,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9117,2012-01-20,1,1,1,18,0,5,1,2,8,11,34,6,5,296,301,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9118,2012-01-20,1,1,1,19,0,5,1,2,8,11,37,7,6,186,192,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9119,2012-01-20,1,1,1,20,0,5,1,2,8,11,34,6,1,141,142,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9120,2012-01-20,1,1,1,21,0,5,1,2,8,11,37,6,5,99,104,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9121,2012-01-20,1,1,1,22,0,5,1,2,8,10,37,15,1,71,72,Spring,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9122,2012-01-20,1,1,1,23,0,5,1,3,7,8,64,15,3,35,38,Spring,Friday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9123,2012-01-21,1,1,1,0,0,6,0,3,7,8,64,15,0,24,24,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9124,2012-01-21,1,1,1,1,0,6,0,4,6,7,86,13,1,22,23,Spring,Saturday,"Heavy Rain + Ice Pallets + Thunderstorm + Mist, Snow + Fog"
9125,2012-01-21,1,1,1,2,0,6,0,3,6,11,86,0,1,25,26,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9126,2012-01-21,1,1,1,3,0,6,0,3,6,9,93,6,0,13,13,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9127,2012-01-21,1,1,1,4,0,6,0,3,7,10,86,6,0,1,1,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9128,2012-01-21,1,1,1,5,0,6,0,3,7,9,86,7,0,2,2,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9129,2012-01-21,1,1,1,6,0,6,0,3,7,8,93,11,0,1,1,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9130,2012-01-21,1,1,1,7,0,6,0,3,7,8,93,11,3,10,13,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9131,2012-01-21,1,1,1,8,0,6,0,2,7,8,93,17,3,22,25,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9132,2012-01-21,1,1,1,9,0,6,0,2,7,8,93,17,2,40,42,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9133,2012-01-21,1,1,1,10,0,6,0,3,7,8,93,17,0,45,45,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9134,2012-01-21,1,1,1,11,0,6,0,2,7,11,86,7,1,62,63,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9135,2012-01-21,1,1,1,12,0,6,0,2,8,11,80,11,5,62,67,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9136,2012-01-21,1,1,1,13,0,6,0,2,8,10,80,17,10,66,76,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9137,2012-01-21,1,1,1,14,0,6,0,3,8,10,80,13,6,89,95,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9138,2012-01-21,1,1,1,15,0,6,0,3,8,10,80,13,6,113,119,Spring,Saturday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9139,2012-01-21,1,1,1,16,0,6,0,2,8,9,80,20,5,113,118,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9140,2012-01-21,1,1,1,17,0,6,0,2,8,9,80,26,7,99,106,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9141,2012-01-21,1,1,1,18,0,6,0,2,8,9,75,26,3,107,110,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9142,2012-01-21,1,1,1,19,0,6,0,2,7,8,80,26,0,85,85,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9143,2012-01-21,1,1,1,20,0,6,0,2,7,8,80,20,5,62,67,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9144,2012-01-21,1,1,1,21,0,6,0,1,7,8,74,22,5,64,69,Spring,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9145,2012-01-21,1,1,1,22,0,6,0,2,7,8,74,20,3,56,59,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9146,2012-01-21,1,1,1,23,0,6,0,2,7,8,80,17,1,51,52,Spring,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9147,2012-01-22,1,1,1,0,0,0,0,1,7,7,80,20,1,51,52,Spring,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy"
9148,2012-01-22,1,1,1,1,0,0,0,2,7,8,74,20,1,49,50,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9149,2012-01-22,1,1,1,2,0,0,0,2,7,8,74,19,1,46,47,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9150,2012-01-22,1,1,1,3,0,0,0,2,7,8,69,19,1,20,21,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9151,2012-01-22,1,1,1,4,0,0,0,3,7,7,80,19,1,1,2,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9152,2012-01-22,1,1,1,5,0,0,0,3,7,8,74,15,1,2,3,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9153,2012-01-22,1,1,1,6,0,0,0,2,7,8,74,15,0,4,4,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9154,2012-01-22,1,1,1,7,0,0,0,2,7,8,74,15,2,11,13,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9155,2012-01-22,1,1,1,8,0,0,0,2,7,8,74,15,3,29,32,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9156,2012-01-22,1,1,1,9,0,0,0,2,7,8,74,15,9,54,63,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9157,2012-01-22,1,1,1,10,0,0,0,2,7,7,74,19,9,120,129,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9158,2012-01-22,1,1,1,11,0,0,0,3,7,8,80,17,18,115,133,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9159,2012-01-22,1,1,1,12,0,0,0,2,7,8,80,15,24,161,185,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9160,2012-01-22,1,1,1,13,0,0,0,2,7,9,80,9,24,175,199,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9161,2012-01-22,1,1,1,14,0,0,0,2,7,8,80,11,19,163,182,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9162,2012-01-22,1,1,1,15,0,0,0,2,7,8,80,13,27,149,176,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9163,2012-01-22,1,1,1,16,0,0,0,2,7,8,80,13,12,143,155,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9164,2012-01-22,1,1,1,17,0,0,0,2,7,9,80,7,8,100,108,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9165,2012-01-22,1,1,1,18,0,0,0,3,7,9,86,7,11,110,121,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9166,2012-01-22,1,1,1,19,0,0,0,3,7,9,86,7,9,80,89,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9167,2012-01-22,1,1,1,20,0,0,0,3,7,8,86,11,5,69,74,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9168,2012-01-22,1,1,1,21,0,0,0,3,7,9,86,7,8,36,44,Spring,Sunday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9169,2012-01-22,1,1,1,22,0,0,0,2,7,10,93,6,0,58,58,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9170,2012-01-22,1,1,1,23,0,0,0,2,7,9,93,7,2,35,37,Spring,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9171,2012-01-23,1,1,1,0,0,1,1,2,7,12,86,0,2,17,19,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9172,2012-01-23,1,1,1,1,0,1,1,2,7,11,86,7,0,4,4,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9173,2012-01-23,1,1,1,2,0,1,1,2,7,11,86,7,0,2,2,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9174,2012-01-23,1,1,1,3,0,1,1,2,7,12,86,0,0,1,1,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9175,2012-01-23,1,1,1,4,0,1,1,2,8,13,80,0,0,1,1,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9176,2012-01-23,1,1,1,5,0,1,1,2,8,13,86,0,0,19,19,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9177,2012-01-23,1,1,1,6,0,1,1,2,8,13,86,0,6,36,42,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9178,2012-01-23,1,1,1,7,0,1,1,3,8,13,86,0,8,114,122,Spring,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9179,2012-01-23,1,1,1,8,0,1,1,3,8,11,86,9,5,267,272,Spring,Monday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
9180,2012-01-23,1,1,1,9,0,1,1,2,8,11,86,6,13,198,211,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9181,2012-01-23,1,1,1,10,0,1,1,2,8,13,93,0,10,139,149,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
9182,2012-01-23,1,1,1,11,0,1,1,2,8,11,93,6,5,57,62,Spring,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
