,Year_Birth,Education,Income,NumWebVisitsMonth,Total_Day,Total_Cmp,Total_Purchase,Total_Child,Cluster
853,1971,Master,42835.0,6,364,0.0,23.0,2.0,1
854,1983,Graduation,39922.0,8,500,0.0,9.0,1.0,1
855,1956,Master,86424.0,1,85,0.0,28.0,0.0,4
856,1978,2n Cycle,17117.0,9,528,0.0,11.0,1.0,0
857,1972,Graduation,24762.0,8,139,2.0,9.0,1.0,0
858,1975,Graduation,35797.0,8,621,0.0,7.0,1.0,1
859,1975,Graduation,36627.0,5,341,0.0,4.0,2.0,1
860,1981,2n Cycle,51111.0,6,10,0.0,7.0,2.0,2
861,1972,PhD,86857.0,2,655,1.0,22.0,0.0,4
862,1970,PhD,82072.0,1,362,0.0,19.0,0.0,4
863,1953,PhD,46231.0,9,580,0.0,15.0,3.0,2
864,1959,Graduation,42243.0,7,200,0.0,7.0,2.0,1
865,1962,Graduation,51195.0,8,454,0.0,24.0,2.0,2
866,1978,Master,68092.0,5,195,0.0,20.0,0.0,3
867,1973,Graduation,31814.0,9,505,1.0,7.0,1.0,1
868,1965,Master,51390.0,5,659,0.0,18.0,2.0,2
869,1983,Graduation,76630.0,1,166,0.0,25.0,0.0,4
870,1991,Basic,26868.0,7,60,0.0,4.0,1.0,0
871,1943,PhD,48948.0,6,513,2.0,24.0,0.0,2
872,1972,PhD,55260.0,6,564,0.0,25.0,1.0,2
873,1956,Graduation,64090.0,5,326,1.0,20.0,1.0,3
874,1958,Graduation,78331.0,4,157,0.0,25.0,1.0,4
875,1974,PhD,37087.0,6,322,0.0,17.0,1.0,1
876,1986,Graduation,21846.0,8,250,0.0,11.0,1.0,0
877,1958,Graduation,81320.0,2,508,0.0,18.0,0.0,4
878,1970,Graduation,54137.0,6,317,0.0,11.0,1.0,2
879,1967,Graduation,66825.0,2,350,0.0,16.0,0.0,3
880,1973,Graduation,57100.0,3,207,0.0,13.0,0.0,2
881,1969,Graduation,58917.0,5,462,0.0,16.0,3.0,3
882,1977,Graduation,85072.0,0,81,0.0,18.0,0.0,4
883,1961,Graduation,86429.0,2,220,2.0,18.0,0.0,4
884,1971,Graduation,45684.0,7,209,0.0,4.0,1.0,2
885,1974,Graduation,47889.0,5,176,0.0,6.0,1.0,2
886,1986,PhD,45921.0,4,111,0.0,10.0,0.0,2
887,1966,PhD,78420.0,1,365,0.0,22.0,0.0,4
888,1992,Graduation,75114.0,2,234,0.0,19.0,0.0,4
889,1963,PhD,52278.0,8,520,1.0,31.0,1.0,2
890,1972,Master,35641.0,7,350,1.0,10.0,1.0,1
891,1994,Graduation,95529.0,3,573,2.0,18.0,0.0,4
892,1954,Graduation,62820.0,1,414,0.0,14.0,0.0,3
893,1960,Master,73113.0,2,185,0.0,15.0,0.0,3
894,1982,PhD,84169.0,3,326,3.0,20.0,0.0,4
895,1954,2n Cycle,42607.0,3,224,0.0,14.0,1.0,1
896,1954,PhD,74637.0,3,407,1.0,25.0,0.0,4
897,1955,PhD,46015.0,7,77,2.0,5.0,2.0,2
898,1993,Graduation,72354.0,1,438,0.0,19.0,0.0,3
899,1969,Master,39858.0,6,521,1.0,7.0,1.0,1
900,1948,PhD,34469.0,4,56,0.0,9.0,2.0,1
901,1986,Graduation,83033.0,5,42,1.0,26.0,1.0,4
902,1979,Master,24401.0,8,667,0.0,16.0,0.0,0
903,1978,Graduation,77583.0,2,139,1.0,19.0,0.0,4
904,1982,2n Cycle,74116.0,2,181,1.0,19.0,0.0,3
905,1993,Graduation,74293.0,2,56,0.0,16.0,0.0,4
906,1976,PhD,68397.0,3,224,0.0,21.0,1.0,3
907,1974,PhD,79632.0,2,82,0.0,20.0,0.0,4
908,1989,Graduation,46107.0,3,139,0.0,7.0,1.0,2
909,1951,PhD,64950.0,7,686,1.0,25.0,1.0,3
910,1989,Basic,25443.0,8,554,0.0,5.0,1.0,0
911,1952,Graduation,75127.0,1,38,0.0,19.0,0.0,4
912,1971,PhD,32892.0,8,35,0.0,8.0,1.0,1
913,1971,Graduation,71796.0,4,248,0.0,17.0,0.0,3
914,1970,PhD,67536.0,8,403,1.0,30.0,1.0,3
915,1971,Graduation,55239.0,5,350,0.0,26.0,1.0,2
916,1975,PhD,60554.0,6,324,0.0,23.0,1.0,3
917,1952,2n Cycle,64831.0,6,384,0.0,22.0,2.0,3
918,1962,PhD,56067.0,5,344,0.0,20.0,1.0,2
919,1983,Graduation,82025.0,1,397,2.0,12.0,0.0,4
920,1953,Graduation,94384.0,2,482,4.0,18.0,0.0,4
921,1986,Basic,14906.0,7,554,0.0,9.0,0.0,0
922,1987,PhD,51563.0,8,636,2.0,19.0,0.0,2
923,1982,2n Cycle,57937.0,3,133,0.0,20.0,1.0,2
924,1979,Graduation,68274.0,3,272,0.0,13.0,2.0,3
925,1977,Graduation,39771.0,4,205,0.0,6.0,1.0,1
926,1975,2n Cycle,67893.0,8,636,0.0,16.0,1.0,3
927,1979,PhD,27922.0,4,50,0.0,6.0,1.0,0
928,1976,PhD,52190.0,5,52,1.0,9.0,2.0,2
929,1973,Master,44051.0,6,516,1.0,12.0,2.0,2
930,1971,PhD,42767.0,8,414,0.0,7.0,2.0,1
931,1976,Master,46106.0,6,49,0.0,5.0,2.0,2
932,1976,PhD,16927.0,8,504,0.0,12.0,2.0,0
933,1965,Graduation,59754.0,5,575,1.0,16.0,1.0,3
934,1952,Graduation,53700.0,5,681,0.0,22.0,1.0,2
935,1973,Graduation,59041.0,5,53,0.0,8.0,2.0,3
936,1957,PhD,54237.0,6,428,0.0,16.0,1.0,2
937,1967,Graduation,70647.0,2,646,0.0,26.0,1.0,3
938,1962,PhD,52597.0,5,53,0.0,20.0,1.0,2
939,1969,Master,41021.0,6,546,1.0,7.0,1.0,1
940,1975,PhD,40233.0,6,258,0.0,13.0,1.0,1
941,1980,Graduation,50183.0,5,4,0.0,17.0,2.0,2
942,1959,Graduation,54753.0,4,290,0.0,21.0,1.0,2
943,1973,Graduation,92955.0,2,314,3.0,23.0,0.0,4
944,1973,Graduation,33471.0,7,625,0.0,10.0,1.0,1
945,1974,PhD,34596.0,8,442,1.0,4.0,1.0,1
946,1980,Graduation,44010.0,9,624,0.0,24.0,1.0,1
947,1988,Graduation,84219.0,1,147,0.0,18.0,0.0,4
948,1968,PhD,40706.0,7,528,0.0,11.0,3.0,1
949,1988,2n Cycle,15716.0,8,594,0.0,10.0,1.0,0
950,1959,2n Cycle,59052.0,5,224,0.0,18.0,1.0,3
951,1971,Master,80573.0,2,623,0.0,24.0,0.0,4
952,1962,Graduation,83715.0,0,146,0.0,24.0,0.0,4
953,1959,Master,82576.0,1,697,1.0,19.0,0.0,4
954,1965,Master,56962.0,7,261,0.0,21.0,3.0,2
955,1952,Graduation,35704.0,4,177,0.0,9.0,2.0,1
956,1954,Graduation,53103.0,7,290,1.0,28.0,1.0,2
957,1960,2n Cycle,46779.0,4,352,0.0,4.0,2.0,2
958,1979,Master,33462.0,7,326,0.0,6.0,1.0,1
959,1978,Graduation,63693.0,6,258,0.0,29.0,1.0,3
960,1950,Graduation,80763.0,3,318,3.0,23.0,0.0,4
961,1974,PhD,65352.0,4,312,0.0,16.0,1.0,3
962,1978,PhD,82170.0,2,216,0.0,19.0,0.0,4
963,1969,Graduation,75759.0,5,247,4.0,26.0,0.0,4
964,1976,2n Cycle,79689.0,2,413,0.0,27.0,0.0,4
965,1956,PhD,35340.0,5,0,0.0,7.0,2.0,1
966,1954,Graduation,85683.0,1,100,5.0,17.0,0.0,4
967,1972,2n Cycle,24884.0,7,577,0.0,4.0,1.0,0
968,1981,Master,42021.0,9,667,1.0,22.0,1.0,1
969,1989,Graduation,64449.0,4,131,0.0,24.0,1.0,3
970,1954,Graduation,64587.0,3,7,0.0,8.0,2.0,3
971,1995,Graduation,34824.0,6,95,0.0,4.0,0.0,1
972,1978,Graduation,75437.0,6,232,1.0,23.0,0.0,4
973,1957,Graduation,26091.0,5,124,0.0,9.0,2.0,0
974,1973,Graduation,52845.0,6,320,1.0,25.0,1.0,2
975,1956,Graduation,46086.0,4,238,0.0,16.0,1.0,2
976,1956,PhD,78028.0,7,657,3.0,20.0,1.0,4
977,1987,PhD,95169.0,1,263,3.0,12.0,0.0,4
978,1981,2n Cycle,56337.0,8,459,3.0,22.0,2.0,2
979,1987,Graduation,22434.0,8,501,0.0,7.0,1.0,0
980,1954,PhD,36930.0,8,408,0.0,16.0,1.0,1
981,1954,Graduation,36130.0,4,512,2.0,21.0,1.0,1
982,1953,Master,65569.0,3,601,0.0,23.0,1.0,3
983,1952,Graduation,83844.0,1,413,1.0,20.0,0.0,4
984,1968,Graduation,19514.0,8,154,1.0,10.0,2.0,0
985,1963,PhD,36736.0,6,415,0.0,4.0,2.0,1
986,1979,Graduation,77568.0,5,673,3.0,21.0,1.0,4
987,1976,PhD,49187.0,2,169,0.0,8.0,1.0,2
988,1978,Graduation,30168.0,9,479,0.0,18.0,1.0,1
989,1968,Master,34053.0,8,657,0.0,7.0,1.0,1
990,1971,Master,38196.0,5,72,0.0,9.0,2.0,1
991,1951,Master,59412.0,3,71,0.0,15.0,0.0,3
992,1965,2n Cycle,70924.0,3,83,1.0,20.0,0.0,3
993,1969,Graduation,54165.0,2,397,0.0,11.0,0.0,2
994,1973,Graduation,32300.0,8,542,0.0,5.0,1.0,1
995,1976,Graduation,20180.0,7,494,0.0,8.0,0.0,0
996,1973,Graduation,34961.0,7,10,0.0,10.0,1.0,1
997,1974,PhD,28440.0,8,357,0.0,6.0,1.0,0
998,1953,PhD,64504.0,7,482,1.0,25.0,3.0,3
999,1966,Master,33564.0,5,5,0.0,6.0,1.0,1
1000,1978,Graduation,17345.0,8,603,0.0,7.0,1.0,0
1001,1967,PhD,56320.0,4,447,0.0,21.0,1.0,2
1002,1978,Graduation,28647.0,7,312,2.0,7.0,1.0,0
1003,1987,Basic,15038.0,9,516,0.0,7.0,1.0,0
1004,1958,PhD,32173.0,4,332,0.0,5.0,1.0,1
1005,1964,2n Cycle,68316.0,6,602,0.0,32.0,1.0,3
1006,1971,Graduation,74538.0,3,365,2.0,22.0,0.0,4
1007,1971,Graduation,91700.0,3,528,1.0,20.0,0.0,4
1008,1969,Graduation,68695.0,2,4,0.0,16.0,0.0,3
1009,1977,2n Cycle,31056.0,8,523,0.0,5.0,1.0,1
1010,1973,Graduation,79593.0,2,48,1.0,19.0,0.0,4
1011,1980,Graduation,28071.0,8,669,0.0,13.0,0.0,0
1012,1958,PhD,37334.0,4,123,0.0,11.0,2.0,1
1013,1972,Master,46423.0,7,284,0.0,9.0,2.0,2
1014,1971,PhD,37126.0,6,91,2.0,6.0,1.0,1
1015,1953,Graduation,47703.0,5,396,0.0,21.0,1.0,2
1016,1959,Graduation,61180.0,3,67,1.0,18.0,1.0,3
1017,1954,Graduation,38998.0,8,603,0.0,8.0,2.0,1
1018,1962,Graduation,76081.0,2,37,1.0,14.0,0.0,4
1019,1986,Graduation,34728.0,6,334,1.0,5.0,1.0,1
1020,1965,Master,33168.0,7,624,0.0,10.0,1.0,1
1021,1966,Master,33585.0,4,277,0.0,7.0,1.0,1
1022,1960,PhD,77037.0,3,259,0.0,27.0,1.0,4
1023,1984,Graduation,35196.0,8,593,1.0,18.0,1.0,1
1024,1966,Graduation,44529.0,5,359,1.0,25.0,1.0,2
1025,1965,2n Cycle,70924.0,3,83,1.0,20.0,0.0,3
1026,1966,PhD,28764.0,8,24,1.0,4.0,2.0,0
1027,1949,PhD,69098.0,5,498,0.0,25.0,0.0,3
1028,1970,2n Cycle,25959.0,6,500,1.0,7.0,2.0,0
1029,1983,Master,27100.0,7,450,0.0,5.0,1.0,0
1030,1985,Graduation,70596.0,2,632,0.0,21.0,0.0,3
1031,1974,Graduation,42557.0,8,669,0.0,15.0,1.0,1
1032,1951,PhD,53312.0,7,324,0.0,12.0,0.0,2
1033,1952,Graduation,72228.0,3,579,0.0,22.0,0.0,3
1034,1987,Graduation,67605.0,1,455,0.0,17.0,0.0,3
1035,1949,Master,62845.0,8,636,1.0,28.0,2.0,3
1036,1958,Graduation,65196.0,5,339,1.0,26.0,2.0,3
1037,1987,PhD,42000.0,5,535,1.0,20.0,0.0,1
1038,1973,PhD,35860.0,5,41,1.0,6.0,2.0,1
1039,1964,PhD,65526.0,2,79,0.0,17.0,1.0,3
1040,1961,Graduation,16860.0,7,655,0.0,8.0,2.0,0
1041,1992,Graduation,83528.0,1,59,3.0,23.0,0.0,4
1042,1965,2n Cycle,64176.0,6,695,0.0,33.0,1.0,3
1043,1956,Graduation,22304.0,8,694,0.0,4.0,0.0,0
1044,1978,Graduation,67023.0,2,117,0.0,24.0,0.0,3
1045,1971,PhD,32892.0,8,35,0.0,8.0,1.0,1
1046,1966,Graduation,70713.0,3,573,0.0,25.0,1.0,3
1047,1955,Graduation,59925.0,6,576,0.0,23.0,1.0,3
1048,1953,Graduation,39722.0,5,125,0.0,7.0,1.0,1
1049,1958,Graduation,46610.0,6,346,0.0,14.0,0.0,2
1050,1961,Graduation,88347.0,1,361,1.0,21.0,0.0,4
1051,1981,PhD,87171.0,2,424,2.0,25.0,0.0,4
1052,1976,2n Cycle,26907.0,7,313,0.0,6.0,2.0,0
1053,1968,Master,50014.0,5,158,0.0,15.0,1.0,2
1054,1978,PhD,41014.0,7,433,0.0,4.0,1.0,1
1055,1965,Graduation,66294.0,2,104,0.0,13.0,0.0,3
1056,1971,Graduation,36715.0,9,589,1.0,19.0,1.0,1
1057,1956,Graduation,79456.0,3,676,1.0,16.0,0.0,4
1058,1982,Graduation,40479.0,4,316,0.0,4.0,1.0,1
1059,1970,Master,75345.0,3,512,2.0,20.0,0.0,4
1060,1977,Graduation,54233.0,8,510,0.0,26.0,1.0,2
1061,1970,Graduation,24163.0,4,260,0.0,6.0,2.0,0
1062,1958,PhD,84460.0,5,541,5.0,22.0,0.0,4
1063,1983,Graduation,43776.0,6,57,0.0,4.0,1.0,1
1064,1958,PhD,71691.0,2,104,1.0,17.0,0.0,3
1065,1973,PhD,85844.0,2,31,1.0,20.0,0.0,4
1066,1974,PhD,39190.0,5,64,0.0,9.0,1.0,1
1067,1959,Graduation,71367.0,2,310,0.0,17.0,0.0,3
1068,1972,PhD,38578.0,8,372,0.0,9.0,2.0,1
1069,1965,PhD,57236.0,3,109,0.0,10.0,2.0,2
1070,1979,Graduation,61825.0,4,326,0.0,15.0,1.0,3
1071,1958,Graduation,79803.0,1,27,0.0,13.0,1.0,4
1072,1986,2n Cycle,80910.0,1,606,0.0,15.0,0.0,4
1073,1982,Master,27590.0,7,432,0.0,4.0,1.0,0
1074,1979,Graduation,56775.0,5,543,0.0,25.0,1.0,2
1075,1975,Graduation,83829.0,1,264,4.0,17.0,0.0,4
1076,1979,2n Cycle,54210.0,5,405,0.0,14.0,1.0,2
1077,1986,Graduation,38508.0,8,331,0.0,20.0,1.0,1
1078,1970,Graduation,53187.0,5,246,0.0,13.0,1.0,2
1079,1972,Graduation,30023.0,8,97,0.0,6.0,1.0,1
1080,1960,PhD,76045.0,2,226,1.0,21.0,0.0,4
1081,1952,PhD,50870.0,5,10,0.0,6.0,1.0,2
1082,1970,2n Cycle,15315.0,5,330,0.0,8.0,0.0,0
1083,1974,2n Cycle,65463.0,5,150,1.0,19.0,1.0,3
1084,1965,Graduation,66480.0,4,29,0.0,19.0,2.0,3
1085,1954,Graduation,76773.0,1,489,0.0,16.0,0.0,4
1086,1983,2n Cycle,81698.0,5,485,2.0,16.0,0.0,4
1087,1973,PhD,54466.0,5,140,0.0,4.0,2.0,2
1088,1960,Master,98777.0,1,132,1.0,19.0,0.0,4
1089,1984,PhD,16269.0,8,303,0.0,9.0,1.0,0
1090,1971,Graduation,71819.0,6,305,2.0,14.0,1.0,3
1091,1983,PhD,33569.0,8,256,2.0,5.0,1.0,1
1092,1983,Master,36262.0,6,282,2.0,12.0,0.0,1
1093,1966,Basic,22634.0,8,529,0.0,6.0,0.0,0
1094,1978,2n Cycle,47025.0,9,290,0.0,23.0,1.0,2
1095,1968,Graduation,70566.0,3,266,0.0,22.0,1.0,3
1096,1979,PhD,31605.0,7,584,0.0,9.0,1.0,1
1097,1973,Master,52034.0,7,408,0.0,16.0,2.0,2
1098,1979,Graduation,48526.0,3,187,0.0,8.0,1.0,2
1099,1954,Graduation,46734.0,7,588,0.0,14.0,1.0,2
1100,1962,Graduation,39552.0,8,558,1.0,20.0,2.0,1
1101,1966,Graduation,86358.0,8,690,0.0,18.0,2.0,4
1102,1977,Graduation,46931.0,3,66,0.0,7.0,3.0,2
1103,1985,Basic,16581.0,4,533,0.0,4.0,0.0,0
1104,1952,2n Cycle,63998.0,4,191,1.0,25.0,0.0,3
1105,1951,Master,67381.0,7,530,1.0,17.0,1.0,3
1106,1967,Graduation,25930.0,7,262,0.0,4.0,2.0,0
1107,1978,Graduation,42693.0,5,22,0.0,5.0,1.0,1
1108,1976,Graduation,85606.0,3,594,1.0,24.0,1.0,4
1109,1985,Graduation,72903.0,4,243,4.0,21.0,0.0,3
1110,1974,2n Cycle,49669.0,6,36,0.0,14.0,1.0,2
1111,1968,PhD,36778.0,9,693,0.0,9.0,2.0,1
1112,1962,PhD,85696.0,1,422,1.0,20.0,0.0,4
1113,1989,Master,10979.0,5,38,0.0,8.0,0.0,0
1114,1961,Graduation,49678.0,7,512,0.0,14.0,1.0,2
1115,1953,Master,56129.0,4,374,0.0,22.0,1.0,2
1116,1989,Graduation,37155.0,5,514,0.0,7.0,1.0,1
1117,1978,2n Cycle,21282.0,6,49,0.0,7.0,1.0,0
1118,1962,PhD,33419.0,7,316,0.0,8.0,1.0,1
1119,1945,Graduation,63285.0,3,236,0.0,25.0,0.0,3
1120,1974,Master,21255.0,4,159,0.0,11.0,1.0,0
1121,1981,Graduation,42162.0,6,222,2.0,9.0,1.0,1
1122,1956,Graduation,54450.0,8,653,0.0,31.0,2.0,2
1123,1954,PhD,57744.0,8,229,0.0,16.0,1.0,2
1124,1986,Graduation,26576.0,9,624,2.0,4.0,1.0,0
1125,1943,PhD,57513.0,6,358,0.0,27.0,0.0,2
1126,1964,Graduation,68142.0,6,669,0.0,24.0,1.0,3
1127,1979,Graduation,7500.0,8,669,0.0,4.0,1.0,0
1128,1974,Graduation,83145.0,2,645,2.0,26.0,0.0,4
1129,1960,Master,54197.0,1,87,0.0,12.0,1.0,2
1130,1963,PhD,23091.0,7,32,0.0,10.0,2.0,0
1131,1976,Graduation,46049.0,7,343,1.0,26.0,2.0,2
1132,1974,Graduation,56715.0,4,571,0.0,15.0,0.0,2
1133,1961,Graduation,79410.0,1,31,0.0,11.0,0.0,4
1134,1951,Graduation,57304.0,5,475,0.0,25.0,1.0,2
1135,1965,Graduation,44375.0,5,98,0.0,12.0,1.0,2
1136,1956,Graduation,54450.0,8,653,0.0,31.0,2.0,2
1137,1965,Graduation,59594.0,7,617,1.0,17.0,1.0,3
1138,1994,Graduation,80685.0,2,676,0.0,21.0,0.0,4
1139,1974,PhD,40344.0,7,259,0.0,12.0,1.0,1
1140,1972,Graduation,62710.0,4,402,0.0,22.0,1.0,3
1141,1968,2n Cycle,48985.0,3,359,0.0,6.0,1.0,2
1142,1968,Graduation,35322.0,8,676,0.0,9.0,3.0,1
1143,1948,Graduation,77142.0,2,396,0.0,17.0,0.0,4
1144,1969,Graduation,81657.0,1,158,0.0,16.0,0.0,4
1145,1996,Basic,14421.0,5,132,1.0,4.0,0.0,0
1146,1974,2n Cycle,20130.0,8,104,0.0,5.0,0.0,0
1147,1990,PhD,74214.0,5,672,0.0,16.0,0.0,4
1148,1957,Master,66726.0,7,168,1.0,17.0,2.0,3
1149,1979,Basic,23724.0,8,537,0.0,7.0,1.0,0
1150,1960,Master,47353.0,5,228,0.0,13.0,1.0,2
1151,1952,Master,33444.0,8,603,0.0,4.0,2.0,1
1152,1981,Graduation,54386.0,3,408,0.0,17.0,1.0,2
1153,1981,Graduation,28510.0,5,442,0.0,9.0,2.0,0
1154,1950,Graduation,48070.0,7,532,0.0,19.0,1.0,2
1155,1957,Graduation,43140.0,6,540,0.0,11.0,1.0,1
1156,1961,PhD,54959.0,7,526,2.0,21.0,1.0,2
1157,1958,Basic,15056.0,5,422,0.0,12.0,2.0,0
1158,1971,Graduation,26954.0,7,52,0.0,4.0,1.0,0
1159,1985,Graduation,22327.0,5,331,0.0,5.0,1.0,0
1160,1965,Graduation,44393.0,4,311,0.0,7.0,2.0,2
1161,1952,PhD,62000.0,4,308,1.0,26.0,1.0,3
1162,1962,PhD,31497.0,8,570,0.0,10.0,1.0,1
1163,1974,2n Cycle,45894.0,5,122,0.0,5.0,2.0,2
1164,1970,Master,78579.0,3,554,1.0,16.0,0.0,4
1165,1969,Master,67369.0,4,589,3.0,25.0,1.0,3
1166,1960,Graduation,58401.0,4,70,0.0,6.0,1.0,2
1167,1952,Graduation,62307.0,5,132,0.0,9.0,1.0,3
1168,1969,Master,43641.0,6,433,0.0,10.0,2.0,1
1169,1968,Master,63841.0,6,434,0.0,22.0,1.0,3
1170,1965,2n Cycle,46891.0,4,301,0.0,8.0,1.0,2
1171,1969,Master,70091.0,8,455,1.0,19.0,1.0,3
1172,1972,PhD,78075.0,1,85,0.0,14.0,0.0,4
1173,1961,2n Cycle,59184.0,5,658,0.0,27.0,1.0,3
1174,1977,Graduation,54809.0,4,291,0.0,12.0,2.0,2
1175,1959,Graduation,58113.0,7,520,0.0,22.0,1.0,2
1176,1958,Master,51412.0,4,180,0.0,11.0,1.0,2
1177,1979,Graduation,15287.0,7,627,2.0,6.0,1.0,0
1178,1957,Master,66636.0,1,316,0.0,17.0,0.0,3
1179,1956,Master,50965.0,8,494,1.0,22.0,1.0,2
1180,1965,PhD,84618.0,2,219,1.0,26.0,0.0,4
1181,1990,Graduation,18351.0,7,243,0.0,6.0,0.0,0
1182,1957,PhD,40451.0,5,133,1.0,5.0,2.0,1
1183,1965,Graduation,36317.0,7,403,0.0,9.0,1.0,1
1184,1957,Graduation,42213.0,7,260,1.0,15.0,1.0,1
1185,1955,Graduation,65748.0,1,440,0.0,18.0,1.0,3
1186,1972,Graduation,77044.0,4,245,1.0,31.0,1.0,4
1187,1969,Graduation,74918.0,3,474,1.0,21.0,0.0,4
1188,1972,Graduation,56721.0,6,606,0.0,15.0,2.0,2
1189,1975,Graduation,42160.0,6,366,1.0,11.0,2.0,1
1190,1965,Graduation,61559.0,3,347,0.0,17.0,1.0,3
1191,1963,PhD,33629.0,9,690,0.0,13.0,2.0,1
1192,1991,PhD,68682.0,2,266,0.0,24.0,0.0,3
1193,1963,Graduation,34377.0,7,526,0.0,8.0,1.0,1
1194,1986,Basic,8940.0,8,676,0.0,10.0,1.0,0
1195,1973,Graduation,26228.0,8,280,0.0,4.0,1.0,0
1196,1957,2n Cycle,77297.0,4,519,1.0,22.0,0.0,4
1197,1981,Graduation,40211.0,8,334,1.0,7.0,2.0,1
1198,1958,PhD,33438.0,5,280,0.0,11.0,2.0,1
1199,1959,PhD,75032.0,3,427,0.0,20.0,1.0,4
1200,1955,PhD,61284.0,6,260,1.0,22.0,0.0,3
1201,1986,Graduation,22518.0,5,615,2.0,7.0,1.0,0
1202,1975,Master,54730.0,4,318,0.0,18.0,1.0,2
1203,1955,Master,38452.0,7,91,0.0,9.0,2.0,1
1204,1971,Graduation,44421.0,8,499,0.0,14.0,2.0,2
1205,1986,PhD,38197.0,5,365,0.0,5.0,1.0,1
1206,1978,Graduation,41986.0,4,140,0.0,10.0,1.0,1
1207,1983,Graduation,28427.0,8,465,0.0,7.0,1.0,0
1208,1976,PhD,37395.0,6,58,0.0,5.0,1.0,1
1209,1971,Graduation,64722.0,6,34,0.0,25.0,1.0,3
1210,1956,Master,55249.0,3,73,0.0,8.0,1.0,2
1211,1972,Graduation,84906.0,2,268,3.0,24.0,0.0,4
1212,1989,Graduation,28691.0,8,360,0.0,5.0,1.0,0
1213,1952,Graduation,44213.0,6,212,0.0,12.0,2.0,2
1214,1984,Basic,25707.0,7,162,0.0,5.0,1.0,0
1215,1967,PhD,59062.0,4,269,0.0,7.0,3.0,3
1216,1962,Graduation,76624.0,1,36,1.0,23.0,1.0,4
1217,1947,Master,66000.0,1,70,0.0,10.0,0.0,3
1218,1978,PhD,27683.0,8,694,0.0,16.0,1.0,0
1219,1992,Basic,7500.0,9,573,0.0,11.0,1.0,0
1220,1968,Graduation,40521.0,5,450,0.0,4.0,2.0,1
1221,1973,PhD,20427.0,8,97,0.0,4.0,1.0,0
1222,1975,Graduation,65106.0,6,36,1.0,27.0,1.0,3
1223,1965,PhD,69969.0,3,306,3.0,13.0,0.0,3
1224,1952,Graduation,67433.0,4,348,1.0,28.0,2.0,3
1225,1967,PhD,77766.0,6,492,2.0,34.0,1.0,4
1226,1972,Graduation,74716.0,4,290,0.0,17.0,1.0,4
1227,1963,Graduation,68118.0,6,254,0.0,23.0,1.0,3
1228,1970,PhD,55158.0,7,699,1.0,18.0,2.0,2
1229,1955,2n Cycle,62972.0,6,695,1.0,16.0,1.0,3
1230,1975,Graduation,74190.0,2,48,0.0,19.0,1.0,4
1231,1976,Graduation,39356.0,6,102,1.0,4.0,2.0,1
1232,1969,Graduation,76653.0,2,317,2.0,23.0,0.0,4
1233,1973,PhD,35860.0,5,41,1.0,6.0,2.0,1
1234,1983,PhD,90687.0,2,403,2.0,17.0,0.0,4
1235,1982,Master,73450.0,3,206,2.0,27.0,0.0,3
1236,1960,Graduation,31454.0,8,358,0.0,8.0,2.0,1
1237,1952,Graduation,47139.0,7,115,1.0,7.0,2.0,2
1238,1975,Graduation,83829.0,1,264,4.0,17.0,0.0,4
1239,1963,PhD,53378.0,8,643,1.0,29.0,2.0,2
1240,1970,Graduation,19656.0,7,506,0.0,9.0,1.0,0
1241,1948,PhD,45579.0,6,313,0.0,10.0,1.0,2
1242,1958,2n Cycle,85485.0,2,8,0.0,19.0,0.0,4
1243,1944,Graduation,55956.0,4,83,1.0,16.0,0.0,2
1244,1963,Master,64191.0,3,523,0.0,24.0,1.0,3
1245,1972,Graduation,38808.0,8,672,2.0,14.0,1.0,1
1246,1966,Master,57183.0,8,467,0.0,25.0,2.0,2
1247,1968,Master,23748.0,8,585,0.0,9.0,1.0,0
1248,1971,Graduation,66303.0,8,488,1.0,22.0,1.0,3
1249,1975,Master,37368.0,6,195,1.0,4.0,1.0,1
1250,1964,Graduation,40800.0,7,544,0.0,8.0,3.0,1
1251,1978,Graduation,71847.0,3,646,1.0,22.0,0.0,3
1252,1975,Graduation,46149.0,5,212,0.0,18.0,1.0,2
1253,1983,Graduation,78687.0,2,689,2.0,19.0,0.0,4
1254,1971,2n Cycle,49118.0,7,680,3.0,28.0,0.0,2
1255,1957,PhD,37633.0,9,647,0.0,6.0,2.0,1
1256,1951,Master,39767.0,8,343,0.0,17.0,0.0,1
1257,1951,Basic,26997.0,7,601,0.0,13.0,0.0,0
1258,1970,Graduation,33986.0,7,472,0.0,5.0,1.0,1
1259,1972,PhD,57091.0,7,583,2.0,18.0,1.0,2
1260,1969,2n Cycle,46831.0,4,386,0.0,7.0,2.0,2
1261,1972,Master,83151.0,2,504,4.0,23.0,0.0,4
1262,1971,Graduation,52531.0,6,546,0.0,21.0,0.0,2
1263,1956,Graduation,15759.0,7,297,0.0,4.0,0.0,0
1264,1971,Graduation,22804.0,9,333,0.0,5.0,1.0,0
1265,1973,2n Cycle,43050.0,5,103,0.0,8.0,1.0,1
1266,1977,PhD,42997.0,7,204,0.0,4.0,2.0,1
1267,1963,PhD,48918.0,4,78,0.0,7.0,2.0,2
1268,1954,Master,60033.0,2,92,0.0,10.0,1.0,3
1269,1978,PhD,34043.0,9,247,0.0,5.0,1.0,1
1270,1966,Graduation,57811.0,5,370,1.0,25.0,1.0,2
